Sub * SUBJ SUBJ !Â‰—Ì!
W * N N,SING,COM ›—„
W * CON CON Ê
W * N N,SING,COM,GEN —‰ê
W * N N,SING,COM,GEN «” ﬁ·«·
W * ADJ ADJ,SIM,GEN “Ì»«‘‰«”«‰Â
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * P P «“
W * N N,SING,COM œ” 
W * V V,PRS,POS,3 „Ì œÂœ
W * CON CON Ê
W * P P œ—
W * N N,SING,COM,GEN Œœ„ 
W * N N,SING,COM ”ÊéÂ
W * N N,SING,COM ﬁ—«—
W * V V,PRS,POS,3 „Ì êÌ—œ
W * CON CON Ê
W * N N,SING,COM,GEN «’«· 
W * N N,SING,COM ”ÊéÂ
W * P P »Â
W * N N,SING,COM,GEN «” ﬁ·«·
W * N N,SING,COM “Ì»«ÌÌ
W * CON CON Ê
W * N N,SING,COM,GEN ÊÕœ 
W * N N,SING,COM ›—„
W * CON CON Ê
W * N N,SING,COM —‰ê
W * N N,SING,COM Œœ‘Â
W * N N,SING,COM Ê«—œ
W * ADJ ADJ,INO ﬂ—œÂ
W * DELM DELM °
W * N N,SING,COM,GEN «À—
W * N N,SING,COM ‰ﬁ«‘Ì
W * RA RA —«
W * P P »Â
W * N N,SING,COM,GEN  ’ÊÌ—”«“Ì
W * N N,PL,COM „›«ÂÌ„
W * N N,SING,COM  ‰“·
W * V V,PRS,POS,3 „Ì œÂœ
W * DELM DELM .
W * N N,SING,PR ¬€œ«‘·Ê
W * N N,SING,COM,GEN ”ÊéÂ
W * N N,SING,COM,GEN ‘›«⁄ 
W * N N,PL,COM ›—‘ ê«‰
W * RA RA —«
W * P P »«
W * N N,SING,NUM ”Â
W * N N,SING,COM »Ì«‰
W * DELM DELM °
W * N N,SING,COM  ’ÊÌ—
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN «Ã—«Ì
W * ADJ ADJ,SIM  „Ì“
W * CON CON Ê
W * N N,SING,COM,GEN ÿ—«ÕÌ
W * ADJ ADJ,SIM œﬁÌﬁ
W * CON CON Ê
W * N N,PL,COM,GEN Å—œ«Œ Â«Ì
W * ADJ ADJ,SIM ¬ﬂ«œ„Ìﬂ
W * CON CON Ê
W * ADJ ADJ,SIM „«Â—«‰Â
W * CON CON Ê
W * N N,SING,COM  ”·ÿ
W * P P »—
W * N N,SING,COM,GEN  ﬂ‰Ìﬂ
W * N N,SING,COM ‰ﬁ«‘Ì
W * P P »«
W * N N,SING,COM êÊ«‘
W * CON CON Ê
W * P P »«
W * N N,PL,COM,GEN ¬ê«ÂÌÂ«Ì
W * ADJ ADJ,SIM  ’ÊÌ—Ì
W * P P «“
W * N N,SING,COM,GEN ê‰ÃÌ‰Â
W * N N,PL,COM,GEN «”« Ìœ
W * ADJ ADJ,SIM,GEN „”·„
W * N N,SING,COM,GEN Â‰—
W * N N,SING,COM,GEN ‰ﬁ«‘Ì
W * N N,SING,TIME,GEN ”œÂ
W * ADJ ADJ,ORD,GEN ‘«‰“œÂ„
W * N N,SING,LOC,PR «Ì «·Ì«
W * CON CON Ê
W * N N,SING,PR,GEN «—ÊÅ«Ì
W * ADJ ADJ,SIM ‘„«·Ì
W * ADV ADV,GENR,SIM Œ’Ê’«
W * N N,SING,PR »Ê Ìç·Ì
W * CON CON Ê
W * P P »«
W * N N,SING,COM,INDF ‰ê«ÂÌ
W * P P »Â
W * N N,PL,COM,GEN ¬À«—
W * N N,SING,PR ÂÊ»— 
W * N N,SING,PR ÊÌ«‰
W * DELM DELM °
W * N N,SING,PR Ê«‰
W * N N,SING,PR «Ìﬂ
W * CON CON Ê
W * N N,SING,PR —ÊŒÌ—Ê«‰
W * N N,SING,PR œ—ÊÌœ‰
W * N N,SING,SURN,GEN «” «œ
W * N N,SING,LOC,GEN ‘Â—
W * N N,SING,PR ›·„«·
W * N N,SING,PR —Ê»—ﬂ«„Å‰
W * DELM DELM ø
W * N N,SING,COM,GEN œÊ—«‰
W * ADJ ADJ,SIM êÊ Ìﬂ
W * CON CON Ê
W * N N,SING,COM,GEN  ·›Ìﬁ
W * N N,SING,COM,GEN ”‰ 
W * N N,SING,COM,GEN ‰ê«—ê—Ì
W * ADJ ADJ,SIM «Ì—«‰Ì
W * N N,SING,COM,GEN ‘ÌÊÂ
W * ADJ ADJ,SIM,GEN Œ«’
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * N N,SING,COM —ﬁ„
W * ADJ ADJ,INO “œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN  Ê›Ìﬁ
W * PRO PRO,personal,SING,3 «Ê
W * P P œ—
W * N N,SING,COM,GEN  ·›Ìﬁ
W * N N,PL,COM,GEN ‘ÌÊÂ Â«Ì
W * N N,SING,COM,GEN  ’ÊÌ—Å—œ«“Ì
W * ADJ ADJ,SIM ‰«Â„êÊ‰
W * CON CON Ê
W * N N,SING,COM,GEN «ÌÃ«œ
W * N N,SING,COM,GEN ÊÕœ 
W * ADJ ADJ,SIM,GEN ”«Œ «—Ì
W * N N,SING,COM «À—
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN »Ì«‰
W * N N,SING,COM,GEN «”ÿÊ—Â
W * N N,SING,COM,GEN ¬›—Ì‰‘
W * N N,SING,COM «‰”«‰
W * CON CON Ê
W * N N,SING,COM,GEN ÅÌÊ‰œ
W * PRO PRO,DEMO,SING ¬‰
W * P P »«
W * N N,SING,COM,GEN Ê÷⁄Ì 
W * N N,SING,COM,GEN «‰”«‰
W * ADJ ADJ,SIM „⁄«’—
W * N N,SING,COM,GEN ‘«Ì«‰
W * N N,SING,COM  ÊÃÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN —Ê«Ì 
W * N N,SING,COM,GEN ê› êÊÌ
W * N N,PL,COM ›—‘ ê«‰
W * CON CON Ê
W * N N,SING,COM,GEN  ﬁ«»·
W * N N,PL,COM,GEN œÊê«‰êÌÂ«Ì
W * N N,SING,COM,GEN ÊÃÊœ
W * ADJ ADJ,SIM «‰”«‰Ì
W * CON CON Ê
W * N N,SING,COM,INDF «„«‰ Ì
W * CON CON ﬂÂ
W * P P »—
W * N N,SING,COM,GEN œÊ‘
W * N N,SING,COM «‰”«‰
W * N N,SING,COM ”‰êÌ‰Ì
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * CON CON Ê
W * N N,SING,COM,GEN ‘·«ﬁ
W * N N,SING,COM ÃÊ—
W * CON CON Ê
W * N N,SING,COM Ã»—
W * CON CON Ê
W * N N,SING,COM,INDF ‰›”Ì
W * CON CON ﬂÂ
W * P P,GEN »Ì‰
W * N N,SING,COM Ÿ·„ 
W * CON CON Ê
W * N N,SING,COM ‰Ê—
W * P P œ—
W * N N,SING,COM ’⁄Êœ
W * CON CON Ê
W * N N,SING,COM Â»Êÿ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * N N,SING,COM,INDF “„«‰Â «Ì
W * CON CON ﬂÂ
W * N N,SING,COM œ„«—
W * P P «“
W * N N,SING,COM,GEN —Ê“ê«—
W * N N,PL,COM ¬œ„Ì«‰
W * V V,PA,NAR,POS,3 »—¬Ê—œÂ
W * DELM DELM °
W * N N,SING,COM,GEN œ—Ê‰ „«ÌÂ
W * N N,PL,COM,GEN  «»·ÊÂ«Ì
W * N N,SING,COM,GEN ‘›«⁄ 
W * N N,PL,COM ›—‘ ê«‰
W * RA RA —«
W * N N,SING,COM  ‘ﬂÌ·
W * V V,PRS,POS,3 „Ì œÂœ
W * DELM DELM .
W * N N,SING,COM,GEN ‰«„
W * N N,PL,COM  «»·ÊÂ«
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,SING,COM,GEN ‰‘«‰Â
W * ADJ ADJ,SIM „ﬂ Ê»
W * DELM DELM °
W * N N,SING,COM,GEN ﬂ·Ìœ
W * N N,SING,COM Ê—Êœ
W * P P »Â
W * N N,SING,NFL,GEN ê‘Êœ‰
W * N N,PL,COM,INDF —„“Â«ÌÌ
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * P P »«
W * N N,PL,COM,GEN ‰‘«‰Â Â«Ì
W * ADJ ADJ,SIM  ’ÊÌ—Ì
W * N N,SING,COM »Ì«‰
W * V V,PA,NAR,POS,6 ‘œÂ «‰œ
W * DELM DELM .
W * N N,SING,COM,INDF «‰”«‰Ì
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM,GEN ¬” «‰Â
W * N N,SING,COM,INDF „Êﬁ⁄Ì Ì
W * ADJ ADJ,SIM ÊÌéÂ
W * N N,SING,COM,INDF ﬂÌ”Â «Ì
W * ADJ ADJ,SIM Å«ﬂ Ì
W * P P »—
W * N N,SING,COM,AFF,3 ”—‘
W * V V,PA,NAR,POS,6 ﬂ‘ÌœÂ «‰œ
W * CON CON Ê
W * P P »—
W * N N,SING,COM,GEN —ÊÌ
W * N N,SING,COM Å«ﬂ 
W * N N,SING,COM,GEN ‰ﬁ‘
W * N N,SING,COM,INDF ›—‘ Â «Ì
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,COM,INDF ê·Ì
W * P P «“
W * N N,SING,COM,AFF,3 œ” ‘
W * ADJ ADJ,INO ›—Ê«› «œÂ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * N N,SING,COM,GEN ”«ÌÂ
W * N N,SING,COM ”Ì«ÂÌ
W * P P œ—
W * N N,SING,COM,GEN Å‘ 
W * N N,SING,COM,GEN ”—
W * N N,SING,COM ¬œ„
W * V V,PRE,SIM «” 
W * CON CON Ê
W * N N,PL,COM,GEN œ” Â«Ì
W * N N,SING,COM ¬œ„
W * P P,GEN  Ê”ÿ
W * N N,SING,GR,GEN ﬂ«œ—
W * N N,SING,COM  «»·Ê
W * ADJ ADJ,INO »—ÌœÂ
W * V V,PA,NAR,POS,6 ‘œÂ «‰œ
W * DELM DELM .
W * PRO PRO,personal,SING,3 «Ê
W * P P œ—
W * N N,SING,COM,GEN ¬” «‰Â
W * N N,SING,COM,INDF „—êÌ
W * ADJ ADJ,SIM ‰«ŒÊ«” Â
W * V V,PRE,SIM «” 
W * CON CON Ê
W * N N,SING,COM,INDF «„ÌœÌ
W * V V,PRS,NEG,3 ‰Ì” 
W * CON CON Ê
W * N N,SING,COM,INDF ‘›«⁄ Ì
W * V V,PRS,NEG,3 ‰Ì” 
W * DELM DELM !
W * N N,SING,PR ›—Õ
W * N N,SING,PR «’Ê·Ì
W * P P œ—
W * N N,PL,COM,GEN ¬À«—
W * N N,SING,COM,GEN ‰ê«—ê—Ì
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,COM,INDF »Ì«‰Ì
W * ADJ ADJ,SIM ‰Ê
W * P P «“
W * N N,SING,COM,INDF  —ﬂÌ» »‰œÌ
W * CON CON Ê
W * N N,SING,COM —‰ê ¬„Ì“Ì
W * N N,SING,COM «—«∆Â
W * CON CON Ê
W * N N,SING,COM ‰ê«—ê—Ì
W * RA RA —«
W * P P «“
W * N N,PL,COM,GEN ﬁÌœÂ«Ì
W * ADJ ADJ,SIM €Ì—÷—Ê—Ì
W * CON CON Ê
W * N N,PL,COM,GEN Œ—œÂ ‰ê«—ÌÂ«Ì
W * ADJ ADJ,SIM «›—«ÿÌ
W * CON CON Ê
W * ADJ ADJ,SIM Êﬁ   ·› ﬂ‰
W * CON CON ﬂÂ
W * N N,SING,COM,INDF ”‰ŒÌ Ì
W * P P »«
W * N N,SING,COM “„«‰Â
W * V V,PRS,NEG,3 ‰œ«—œ
W * DELM DELM °
W * ADJ ADJ,SIM —Â«
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * PRO PRO,personal,SING,3 «Ê
W * P P »«
W * N N,SING,COM «·Â«„
W * P P «“
W * N N,SING,COM,GEN ”«Œ „«‰
W * ADJ ADJ,SIM,GEN Â‰œ”Ì
W * N N,SING,COM,GEN ‰ﬁ«‘Ì
W * ADJ ADJ,SIM «Ì—«‰Ì
W * P P »«
W * N N,SING,COM,GEN Õ›Ÿ
W * N N,SING,COM ”‰ 
W * DELM DELM °
W * P P »Â
W * N N,PL,COM,INDF ‰Ê¬Ê—ÌÂ«ÌÌ
W * N N,SING,COM œ” 
W * ADJ ADJ,INO Ì«“ÌœÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN œ—Ê‰ „«ÌÂ
W * N N,PL,COM,GEN ¬À«—
W * PRO PRO,personal,SING,3 «Ê
W * N N,SING,COM ⁄‘ﬁ
W * CON CON Ê
W * N N,SING,COM œ·œ«œêÌ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * P P «“
W * N N,SING,COM,GEN œ«‰‘
W * ADJ ADJ,SIM,GEN ê—«›ÌﬂÌ
W * PRO PRO,R,XOD ŒÊœ
W * P P,GEN »—«Ì
W * N N,SING,COM  ’ÊÌ—”«“Ì
W * DELM DELM °
W * N N,SING,COM,GEN ‰Â«Ì 
W * N N,SING,COM «” ›«œÂ
W * RA RA —«
W * P P »Â
W * N N,SING,COM ⁄„·
W * ADJ ADJ,INO ¬Ê—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN «”ÿÊ—Â
W * N N,SING,PR ”Ì«Ê‘
W * P P œ—
W * N N,SING,COM,GEN  «»·ÊÌ
W * DELM DELM "
W * N N,SING,COM Ì«—
W * P P œ—
W * N N,SING,COM ¬ ‘
W * DELM DELM "
W * N N,SING,COM,GEN Õﬂ«Ì 
W * N N,SING,COM,GEN ‘Œ’Ì 
W * N N,SING,PR ”Ì«Ê‘
W * P P œ—
W * N N,SING,PR ‘«Â‰«„Â
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * P P »«
W * N N,PL,COM,INDF „«Ã—«Â«ÌÌ
W * P P «“
W * N N,SING,COM ⁄‘ﬁ
W * CON CON Ê
W * N N,SING,COM Õ”«œ 
W * CON CON Ê
W * N N,SING,COM »Ì ê‰«ÂÌ
W * CON CON Ê
W * N N,SING,COM œ—»œ—Ì
W * ADJ ADJ,SIM ¬„ÌŒ Â
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN «” ﬁ·«·
W * N N,PL,COM,GEN ¬À«—
W * N N,SING,COM  ’ÊÌ—”«“Ì
W * P P «“
W * N N,SING,COM,GEN „ ‰
W * ADJ ADJ,SIM «œ»Ì
W * N N,SING,COM „«‰⁄
W * P P «“
W * N N,SING,COM,GEN —ÃÊ⁄
W * N N,SING,COM „Œ«ÿ»
W * P P »Â
W * N N,SING,COM,GEN ‘‰«Œ 
W * N N,PL,COM œ«” «‰Â«
W * CON CON Ê
W * N N,PL,COM —Ê«Ì« 
W * V V,PRS,NEG,3 ‰Ì” 
W * CON CON Ê
W * DET DET «Ì‰
W * N N,SING,COM «” ﬁ·«·
W * CON CON Ê
W * N N,SING,COM,GEN Ãœ«ÌÌ
W * ADJ ADJ,SIM,GEN ’Ê—Ì
W * N N,SING,COM  ’ÊÌ—
W * P P «“
W * N N,SING,COM „ ‰
W * DELM DELM °
W * N N,SING,COM „«‰⁄
W * P P «“
W * N N,SING,COM,GEN ÅÌÊ‰œ
W * ADJ ADJ,SIM,GEN –« Ì
W * N N,SING,COM  ’ÊÌ—”«“Ì
W * CON CON Ê
W * N N,SING,COM «œ»Ì« 
W * V V,PRS,NEG,3 ‰„Ì »«‘œ
W * DELM DELM .
W * N N,SING,PR,GEN „”⁄Êœ
W * N N,SING,PR ⁄—»‘«ÂÌ
W * CON CON Ê
W * N N,SING,PR,GEN Õ”Ì‰
W * N N,SING,PR “‰œÂ —ÊœÌ
W * P P «“
W * N N,SING,COM,GEN ê—ÊÂ
W * N N,PL,COM,GEN ‰ﬁ«‘«‰
W * ADJ ADJ,SIM ”ﬁ«Œ«‰Â «Ì
W * P P œ—
W * N N,SING,COM,GEN »Ì«‰
W * ADJ ADJ,SIM,GEN  ’ÊÌ—Ì
W * PRO PRO,R,XOD ŒÊœ
W * P P œ—
W * N N,PL,COM,GEN Ã” ÃÊÂ«Ì
W * ADJ ADJ,SIM,GEN »’—Ì
W * ADJ ADJ,SIM ‰«»
W * P P,GEN »—«Ì
W * N N,SING,COM  ÕÊ·
W * CON CON Ê
W * N N,SING,COM ‰Ê¬Ê—Ì
W * CON CON Ê
W * N N,SING,COM ›—„«·Ì”„
W * P P »Â
W * N N,SING,COM,GEN œ«∆—…«·„⁄«—›
W * N N,PL,COM «‘ﬂ«·
W * CON CON Ê
W * N N,PL,COM ‰‘«‰Â Â«
W * CON CON Ê
W * N N,PL,COM ⁄·«Ì„
W * CON CON Ê
W * N N,PL,COM,GEN ‰„«œÂ«Ì
W * ADJ ADJ,SIM ”‰ Ì
W * DELM DELM ‹
W * ADJ ADJ,SIM „–Â»Ì
W * DELM DELM ‹
W * ADJ ADJ,SIM «”ÿÊ—Â «Ì
W * N N,SING,COM —ÊÌ
W * V V,PA,SIM,POS,6 ¬Ê—œ‰œ
W * DELM DELM .
W * N N,SING,COM,GEN Âœ›
W * PRO PRO,DEMO,PL ¬‰Â«
W * N N,SING,COM ‘ﬂ· ê—«ÌÌ
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON Ê
W * N N,SING,COM ›—„
W * CON CON Ì«
W * N N,SING,COM,GEN ‘ﬂ·
W * N N,SING,COM,GEN «À—
W * ADJ ADJ,SIM Â‰—Ì
W * P P,GEN »—«Ì
W * PRO PRO,DEMO,PL ¬‰Â«
W * N N,SING,COM «’«· 
W * V V,PA,SIM,POS,3 œ«‘ 
W * DELM DELM .
W * P P «“
W * DET DET «Ì‰
W * N N,SING,COM œÌœê«Â
W * DELM DELM °
W * N N,SING,COM ‘ﬂ·
W * N N,SING,COM,INDF Ê”Ì·Â «Ì
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN »Ì«‰
W * N N,SING,COM „Õ Ê«
W * V V,PRS,NEG,3 ‰Ì” 
W * DELM DELM .
W * N N,SING,COM,GEN «À—
W * N N,SING,COM ‰ﬁ«‘Ì
W * N N,SING,GR,INDF „Ã„Ê⁄Â «Ì
W * P P «“
W * N N,PL,COM,GEN ›—«Ì‰œÂ«Ì
W * ADJ ADJ,SIM  ’ÊÌ—Ì
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,COM,GEN  ⁄ÌÌ‰ ﬂ‰‰œÂÒ
W * N N,SING,COM,GEN ”«Œ «—
W * ADJ ADJ,SIM,GEN ’Ê—Ì
W * N N,SING,COM «À—
W * V V,PRE,SIM «” 
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM ”«Œ «—
W * N N,SING,COM,GEN Õ«’·
W * N N,PL,COM,GEN —Ê«»ÿ
W * QUA QUA,GEN ﬂ·ÌÂ
W * N N,PL,COM,GEN ⁄‰«’—
W * ADJ ADJ,SIM,GEN  ‘ﬂÌ· œÂ‰œÂÒ
W * N N,SING,COM «À—
W * P P »«
W * PRO PRO,REC ÌﬂœÌê—
W * V V,PRE,SIM «” 
W * DELM DELM .
W * CON CON Ì⁄‰Ì
W * N N,SING,COM,GEN «— »«ÿ
W * ADJ ADJ,SIM –« Ì
W * P P,GEN »Ì‰
W * N N,PL,COM,GEN ⁄‰«’—
W * N N,SING,COM,GEN «À—
W * ADJ ADJ,SIM Â‰—Ì
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ﬂ·
W * DET DET ¬‰
W * N N,SING,COM «À—
W * RA RA —«
W * P P œ—
W * N N,SING,COM »—
W * V V,PRS,POS,3 „Ì êÌ—œ
W * CON CON Ê
W * P P »Â
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,COM ÌﬂÅ«—çêÌ
W * CON CON Ê
W * N N,SING,COM ÊÕœ 
W * V V,PRS,POS,3 „Ì œÂœ
W * DELM DELM .
W * N N,SING,COM,GEN „”«·Â
W * N N,SING,COM „Õ Ê«
W * CON CON Ê
W * N N,SING,COM „œ·Ê·
W * P P,GEN »—«Ì
W * N N,PL,COM,GEN ‰ﬁ«‘«‰
W * ADJ ADJ,SIM ”ﬁ«Œ«‰Â «Ì
W * N N,SING,COM «’«· 
W * V V,PA,SIM,NEG,3 ‰œ«‘ 
W * DELM DELM .
W * N N,SING,COM,GEN ﬁ’œ
W * PRO PRO,DEMO,PL ¬‰Â«
W * N N,SING,COM,GEN »Ì«‰
W * ADJ ADJ,SIM ‰„«œÌ‰
W * V V,PA,SIM,NEG,3 ‰»Êœ
W * CON CON »·ﬂÂ
W * P P »Â
W * N N,SING,COM œ‰»«·
W * N N,SING,COM,GEN ”«Œ «—
W * N N,SING,COM,GEN “Ì»«‘‰«”Ì
W * N N,SING,COM,GEN Â‰—
W * N N,SING,COM ‰ﬁ«‘Ì
W * P P »«
W * N N,SING,COM,GEN —ÊÌﬂ—œ
W * P P »Â
W * N N,SING,COM ”‰ 
W * V V,PA,SIM,POS,6 »Êœ‰œ
W * DELM DELM .
W * N N,PL,COM ‰ﬁÊ‘
W * CON CON Ê
W * N N,PL,COM ⁄·«Ì„
W * CON CON Ê
W * N N,PL,COM ‰‘«‰Â Â«
W * CON CON Ê
W * N N,PL,COM,GEN ‰„«œÂ«Ì
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM,GEN «” ›«œÂÒ
W * PRO PRO,DEMO,PL ¬‰Â«
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,PL,COM,GEN Ê«éÂ Â«Ì
W * ADJ ADJ,SIM  Ã”„Ì
W * P P,GEN »—«Ì
W * N N,SING,COM,INDF »Ì«‰Ì
W * ADJ ADJ,SIM ‰Ê
W * P P »Â
W * N N,PL,COM,INDF „›«ÂÌ„Ì
W * N N,SING,COM œ·«· 
W * V V,PA,SIM,POS,6 œ«‘ ‰œ
W * CON CON ﬂÂ
W * DET DET ¬‰
W * N N,PL,COM „›«ÂÌ„
W * P P œ—
W * N N,PL,COM,GEN œ” ê«ÂÂ«Ì
W * ADJ ADJ,SIM  ›”Ì—Ì
W * CON CON Ê
W * ADJ ADJ,SIM Â—„‰ÌÊ ÌﬂÌ
W * ADJ ADJ,SIM,GEN œ«—«Ì
W * N N,SING,COM ÕÌ« 
W * CON CON Ê
W * N N,SING,COM “‰œêÌ
W * V V,PA,SIM,POS,6 »Êœ‰œ
W * DELM DELM .
W * CON CON œ—‰ ÌÃÂ
W * DELM DELM °
W * CON CON,GEN ⁄·Ì —€„
W * N N,SING,COM,GEN „ﬁ’Êœ
W * ADJ ADJ,SIM,GEN «Ê·ÌÂÒ
W * N N,PL,COM,GEN ‰ﬁ«‘«‰
W * ADJ ADJ,SIM ”ﬁ«Œ«‰Â «Ì
W * DELM DELM °
W * N N,PL,COM,GEN ¬À«—
W * PRO PRO,DEMO,PL ¬‰Â«
W * ADV ADV,GENR,SIM Ã»—«"
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM  ›”Ì—
W * N N,SING,COM ﬁ—«—
W * V V,PRS,POS,3 „Ì êÌ—œ
W * DELM DELM .
W * ADV ADV,GENR,SIM «·» Â
W * PRO PRO,DEMO,PL ¬‰Â«
W * P P «“
W * DET DET «Ì‰
W * N N,SING,COM „”«·Â
W * ADJ ADJ,SIM Œ—”‰œ
W * ADJ ADJ,INO ‘œÂ
W * CON CON Ê
W * P P »«
W * N N,SING,COM ‘Ê—
W * CON CON Ê
W * N N,SING,COM,INDF ‘⁄›Ì
W * ADJ ADJ,SIM “«Ìœ«·Ê’›
W * P P «“
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,COM «” ﬁ»«·
W * V V,PA,SIM,POS,6 ﬂ—œ‰œ
W * CON CON Ê
W * N N,PL,COM,INDF  Ã—»Ì« Ì
W * ADJ ADJ,SIM ‰Ê
W * P P »Â
W * N N,PL,COM,GEN  Ã«—»
W * N N,PL,COM,GEN Â‰—Â«Ì
W * ADJ ADJ,SIM  “ÌÌ‰Ì
W * V V,PA,SIM,POS,3 «›“Êœ‰œ
W * DELM DELM .
W * N N,SING,PR Â«‰Ì
W * N N,SING,PR »«· «·Œ«’
W * P P »Â
W * N N,SING,GR,GEN ﬁÊ„
W * N N,SING,PR ¬‘Ê—
W * CON CON Ê
W * N N,PL,COM,GEN «”ÿÊ—Â Â«Ì
W * ADJ ADJ,SIM »Ì‰ «·‰Â—Ì‰Ì
W * N N,SING,COM,INDF ⁄·«ﬁÂ «Ì
W * ADJ ADJ,SIM Ê«›—
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM .
W * PRO PRO,personal,SING,3 «Ê
W * N N,SING,COM,GEN ‰ﬁ«‘Ì
W * ADJ ADJ,SIM ‘„«Ì· ”«“
W * CON CON Ê
W * P P »«
W * N N,SING,COM,GEN ÿ‰“
W * ADJ ADJ,SIM,GEN Œ«’
W * PRO PRO,R,AFF,3 ŒÊœ‘
W * ADJ ADJ,SIM ‘„«Ì· ﬂ‘
W * V V,PRE,SIM «” 
W * CON CON Ê
W * P P »Â
W * N N,SING,COM —Ê«Ì 
W * CON CON Ê
W * N N,PL,COM ÕÊ«œÀ
W * N N,SING,COM «Â„Ì 
W * V V,PRS,POS,3 „Ì œÂœ
W * DELM DELM .
W * N N,SING,NUM ”Â
W * N N,SING,COM,GEN —‰ê
W * ADJ ADJ,SIM «’·Ì
W * CON CON Ê
W * N N,SING,NUM ”Â
W * N N,SING,COM,GEN —‰ê
W * ADJ ADJ,SIM „ﬂ„·
W * P P œ—
W * QUA QUA,GEN €«·»
W * N N,PL,COM,AFF,3 ¬À«—‘
W * PRO PRO,personal,SING,3 «Ê
W * RA RA —«
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,SING,COM,GEN ‰ﬁ«‘
W * ADJ ADJ,SIM ‘‘ —‰êÌ
W * N N,SING,COM „⁄—›Ì
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM .
W * N N,PL,COM,GEN ‰ﬁ«‘ÌÂ«Ì
W * PRO PRO,personal,SING,3 «Ê
W * N N,SING,COM œ‰»«·Â
W * V V,PRS,POS,6 œ«—‰œ
W * CON CON Ê
W * ADV ADV,GENR,EXM,GEN „«‰‰œ
W * N N,PL,COM,GEN œ«” «‰Â«Ì
W * ADJ ADJ,SIM œ‰»«·Â œ«—
W * V V,AUX,NIN,POS »«Ìœ
W * PRO PRO,DEMO,PL ¬‰Â«
W * RA RA —«
W * N N,SING,COM  ⁄ﬁÌ»
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON  «
W * P P »Â
W * N N,SING,COM,GEN œ—Ì«› 
W * N N,SING,COM —Ê«Ì 
W * N N,SING,COM  Ê›Ìﬁ
W * ADJ ADJ,SIM ÅÌœ«
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * N N,SING,COM,INDF  —ﬂÌ» »‰œÌ
W * N N,PL,COM,GEN  «»·ÊÂ«Ì
W * PRO PRO,personal,SING,3 «Ê
W * P P »—
W * N N,SING,COM,GEN «”«”
W * N N,SING,COM,GEN “Ì»«‘‰«”Ì
W * N N,SING,COM œ«” «‰
W * N N,SING,COM —ﬁ„
W * V V,PRS,POS,6 „Ì ŒÊ—‰œ
W * DELM DELM .
W * CON CON Ì⁄‰Ì
W * N N,SING,COM —Ê«Ì 
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,COM,GEN  ⁄ÌÌ‰ ﬂ‰‰œÂ
W * N N,SING,COM,GEN ”«Œ „«‰
W * ADJ ADJ,SIM »’—Ì
W * CON CON Ê
W * N N,SING,COM,GEN  —ﬂÌ» »‰œÌ
W * N N,PL,COM,GEN ¬À«—
W * V V,PRE,PROC,3 «Ê” 
W * DELM DELM .
