Sub * SUBJ SUBJ !é‰ Ìò!
W * N N,SING,COM „ÿ·⁄
W * V V,SUB,POS,6 ﬂ‰‰œ
W * DELM DELM .
W * N N,SING,NUM 80
W * N N,SING,COM,GEN œ—’œ
W * N N,PL,COM »Ì„«—«‰
W * P P œ—
W * N N,SING,COM,GEN „Êﬁ⁄
W * N N,SING,COM,GEN »—Ê“
W * N N,SING,COM,GEN Õ„·Â
W * N N,SING,COM „Ìê—‰
W * ADJ ADJ,SIM,GEN œç«—
W * N N,SING,COM,GEN «›“«Ì‘
W * ADJ ADJ,SIM,GEN ‘œÌœ
W * N N,SING,COM,GEN Õ”«”Ì 
W * ADJ ADJ,SIM ÅÊ” Ì
W * V V,PA,SIM,POS,6 ‘œ‰œ
W * DELM DELM .
W * N N,PL,COM ÅéÊÂ‘ê—«‰
W * V V,PRE,ADJC,6 „⁄ ﬁœ‰œ
W * IF IF «ê—
W * N N,PL,COM »Ì„«—«‰
W * ADV ADV,GENR,SIM »”—⁄ 
W * N N,SING,COM œ«—Ê
W * N N,SING,COM œ—Ì«› 
W * V V,SUB,POS,6 ﬂ‰‰œ
W * DELM DELM °
W * N N,SING,COM,GEN «„ﬂ«‰
W * N N,SING,COM,GEN  Êﬁ›
W * DET DET «Ì‰
W * N N,SING,COM,GEN Ã—Ì«‰
W * ADJ ADJ,SIM ⁄’»Ì
W * CON CON ﬂÂ
W * N N,SING,COM,GEN Õ”«”Ì 
W * ADJ ADJ,SIM,INDF ›Êﬁ «·⁄«œÂ «Ì
W * N N,SING,COM «ÌÃ«œ
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM °
W * N N,SING,COM ›—«Â„
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
Sub * SUBJ SUBJ !ÃœÊ·!
W * ADJ ADJ,SIM «›ﬁÌ
W * DELM DELM :
W * N N,SING,NUM 1
W * DELM DELM -
W * N N,SING,COM „Ì—«À
W * CON CON Ê
W * ADJ ADJ,SIM „—œÂ
W * N N,SING,COM —Ìê
W * DELM DELM -
W * N N,SING,COM,GEN ‰«„
W * ADJ ADJ,SIM ⁄·„Ì
W * CON CON Ê
W * ADJ ADJ,SIM,GEN ‘Ì„Ì«ÌÌ
W * N N,SING,COM,GEN ‰„ﬂ
W * N N,SING,COM ÿ⁄«„
W * N N,SING,NUM 2
W * DELM DELM -
W * N N,SING,COM,GEN ›Ì“Ìﬂœ«‰
W * ADJ ADJ,SIM,GEN «‰ê·Ì”Ì
W * N N,SING,TIME,GEN ”œÂ
W * ADJ ADJ,ORD »Ì” „
W * CON CON Ê
W * N N,SING,COM,GEN ﬂ«‘›
W * N N,SING,COM ‰Ê —Ê‰
W * P P œ—
W * N N,SING,COM,GEN Â” Â
W * N N,SING,COM « „
W * CON CON Ê
W * N N,SING,COM,GEN »—‰œÂ
W * N N,SING,COM,GEN Ã«Ì“Â
W * N N,SING,PR,GEN ‰Ê»·
W * N N,SING,COM,GEN ›Ì“Ìﬂ
W * N N,SING,TIME,GEN ”«·
W * N N,SING,NUM 1935
W * DELM DELM -
W * N N,SING,COM,GEN œ—Œ 
W * N N,SING,COM «‰êÊ—
W * N N,SING,NUM 3
W * DELM DELM -
W * N N,PL,COM,GEN «›—«œ
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM «⁄ „«œ
W * DELM DELM -
W * N N,SING,COM,GEN ﬂ«—
W * ADJ ADJ,SIM œÌ„Ì
W * CON CON Ê
W * ADJ ADJ,SIM »Ì Å«ÌÂ
W * DELM DELM -
W * ADJ ADJ,SIM ŒÊ‘Õ«·
W * CON CON Ê
W * ADJ ADJ,SIM Œ—”‰œ
W * N N,SING,NUM 4
W * DELM DELM -
W * N N,SING,COM ¬—Ê«—Â
W * DELM DELM -
W * N N,SING,COM Œ”«— 
W * CON CON Ê
W * N N,SING,COM “Ì«‰
W * DELM DELM -
W * N N,SING,COM,AFF,3 Ìﬂ—‰ê‘
W * P P »Â
W * N N,SING,COM ”«œêÌ
W * P P »Â
W * N N,SING,COM œ” 
W * V V,PRS,NEG,3 ‰„Ì ¬Ìœ
W * DELM DELM -
W * N N,SING,COM ‘Ì‘Â
W * CON CON Ê
W * N N,SING,COM ¬»êÌ‰Â
W * N N,SING,NUM 5
W * DELM DELM -
W * N N,SING,COM „ﬁ œ«
W * CON CON Ê
W * N N,SING,COM —Â»—
W * DELM DELM -
W * N N,SING,COM  —”
W * CON CON Ê
W * N N,SING,COM »Ì„
W * DELM DELM -
W * N N,SING,TIME,GEN ‘»
W * ADJ ADJ,SIM  «“Ì
W * N N,SING,NUM 6
W * DELM DELM -
W * N N,SING,COM ŒÊ«Â—
W * CON CON Ê
W * N N,SING,COM,GEN »—«œ—
W * ADJ ADJ,SIM Â„ ŒÊ‰
W * DELM DELM -
W * N N,SING,COM,GEN „·ﬂÂ
W * ADJ ADJ,SIM,GEN „ﬁ œ—
W * N N,SING,LOC,PR —Ê”ÌÂ
W * P P œ—
W * N N,SING,TIME,GEN ”œÂ
W * ADJ ADJ,ORD ÂÃœÂ„
W * CON CON ﬂÂ
W * P P,GEN „Ì«‰
W * N N,PL,TIME,GEN ”«·Â«Ì
W * N N,SING,NUM 1762
W * CON CON Ê
W * N N,SING,NUM 1796
W * P P œ—
W * N N,SING,COM ﬁœ— 
W * V V,PA,SIM,POS,3 »Êœ
W * N N,SING,NUM 7
W * DELM DELM -
W * N N,SING,COM ﬁ—÷
W * CON CON Ê
W * N N,SING,COM »œÂÌ
W * DELM DELM -
W * N N,SING,GR,GEN Ã„«⁄ 
W * N N,SING,GR „—œ„
W * DELM DELM -
W * N N,SING,LOC ’Ê„⁄Â
W * V V,PRE,SIM «” 
W * CON CON Ê
W * N N,SING,LOC,GEN „Õ·
W * N N,SING,COM,GEN ⁄»«œ 
W * N N,SING,COM —«Â»«‰
W * DELM DELM -
W * N N,SING,COM ›ÌêÊ—
W * CON CON Ê
W * N N,SING,COM é” 
W * N N,SING,NUM 8
W * DELM DELM -
W * N N,SING,COM,INDF ‰«ÕÌÂ «Ì
W * V V,PRE,SIM «” 
W * P P œ—
W * N N,SING,LOC,PR Â‰œÊ” «‰
W * CON CON ﬂÂ
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM,GEN «œ⁄«Ì
W * N N,SING,LOC,PR Å«ﬂ” «‰
W * CON CON Â„
W * V V,PRS,POS,3 Â” 
W * DELM DELM -
W * N N,SING,COM,GEN Åœ—
W * ADJ ADJ,SIM ¬–—Ì
W * DELM DELM -
W * N N,SING,COM,INDF „«—ﬂÌ
W * P P »—
W * N N,SING,COM „Ê Ê—”Ìﬂ· 
W * CON CON ﬂÂ
W * ADJ ADJ,INO »—ê—› Â
W * P P «“
W * N N,SING,COM,GEN ‰«„
W * N N,SING,COM,INDF ›Ì“Ìﬂœ«‰Ì
W * ADJ ADJ,SIM é«Å‰Ì
W * V V,PRE,SIM «” 
W * N N,SING,NUM 9
W * DELM DELM -
W * N N,SING,COM,GEN Õ—›
W * N N,SING,COM  Õ”Ì‰
W * DELM DELM -
W * N N,SING,COM,GEN ‰«‰ ‘Ì—Ì‰Ì
W * ADJ ADJ,SIM ﬂ—„«‰‘«ÂÌ
W * DELM DELM -
W * N N,SING,COM ﬁÿ⁄
W * N N,SING,NFL,GEN ﬂ—œ‰
W * N N,SING,COM ‘«Œ
W * CON CON Ê
W * N N,SING,COM,GEN »—ê
W * ADJ ADJ,SIM,GEN “«∆œ
W * N N,PL,COM œ—Œ «‰
W * DELM DELM -
W * N N,SING,COM ÂÊ‘Ì«—Ì
W * CON CON Ê
W * N N,SING,COM “Ì—ﬂÌ
W * N N,SING,NUM 10
W * DELM DELM -
W * N N,SING,COM,GEN „—ﬂ“
W * N N,SING,LOC,GEN «Ì«· 
W * N N,SING,LOC,PR ﬂ«·Ì›—‰Ì«
W * P P œ—
W * N N,SING,DIR,GEN »«Œ —
W * N N,SING,LOC,PR ¬„—Ìﬂ«
W * DELM DELM -
W * N N,SING,COM œ—œ
W * CON CON Ê
W * N N,SING,COM —‰Ã
W * N N,SING,NUM 11
W * DELM DELM -
W * N N,SING,LOC,GEN ”›Ì‰Â
W * ADJ ADJ,SIM Ã‰êÌ
W * DELM DELM -
W * N N,SING,COM,GEN Ÿ—›
W * ADJ ADJ,SIM,GEN „”Ì
W * N N,PL,LOC,GEN ê—„«»Â Â«Ì
W * ADJ ADJ,SIM ﬁœÌ„
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM -
W * N N,SING,COM,GEN Õ”«»
W * N N,SING,COM ”Êœ
W * CON CON Ê
W * N N,SING,COM,GEN “Ì«‰
W * ADJ ADJ,SIM,GEN „«·Ì
W * N N,SING,COM „Ê””Â
W * N N,SING,NUM 12
W * DELM DELM -
W * N N,SING,COM Ã«œÊ
W * CON CON Ê
W * N N,SING,COM ”Õ—
W * DELM DELM -
W * N N,SING,COM ÃÊ—
W * CON CON Ê
W * N N,SING,COM Ÿ·„
W * DELM DELM -
W * N N,SING,COM  Õ 
W * CON CON Ê
W * N N,SING,COM Å«ÌÌ‰
W * DELM DELM -
W * ADJ ADJ,SIM ÃœÌœ
W * N N,SING,NUM 13
W * DELM DELM -
W * N N,PL,COM,INDF ÿ—ÕÂ«ÌÌ
W * CON CON ﬂÂ
W * P P,GEN »—«Ì
W * N N,SING,COM  ’ÊÌ»
W * P P »Â
W * N N,SING,COM „Ã·”
W * ADJ ADJ,INO œ«œÂ
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM -
W * N N,SING,COM,GEN ·Ê·«Ì
W * N N,SING,COM œ” 
W * DELM DELM -
W * N N,SING,LOC,INDF —ÊœÌ
W * ADJ ADJ,SIM ÿÊÌ·
W * V V,PRE,SIM «” 
W * P P œ—
W * N N,SING,LOC,PR —Ê”ÌÂ
W * N N,SING,NUM 14
W * DELM DELM -
W * N N,SING,COM,GEN ¬»
W * ADJ ADJ,SIM ‘—⁄Ì
W * DELM DELM -
W * P P «“
W * N N,PL,COM,GEN  «»·ÊÂ«Ì
W * N N,SING,COM,GEN ‰ﬁ«‘Ì
W * N N,SING,PR Å«»·Ê
W * N N,SING,PR ÅÌﬂ«”Ê
W * N N,SING,COM,GEN Â‰—„‰œ
W * ADJ ADJ,SIM,GEN ﬂÊ»Ì” 
W * ADJ ADJ,SIM,GEN «”Å«‰Ì«ÌÌ
W * N N,SING,TIME,GEN ”œÂ
W * ADJ ADJ,ORD »Ì” „
W * N N,SING,NUM 15
W * DELM DELM -
W * ADJ ADJ,SIM —Ê«·„‰œ
W * CON CON Ê
W * ADJ ADJ,SIM,GEN œ«—«Ì
W * N N,SING,COM ”»ﬂ
W * CON CON Ê
W * N N,SING,COM ‘ÌÊÂ
W * CON CON Ê
W * N N,SING,COM,GEN ‰Ÿ«„
W * ADJ ADJ,SIM „‰ÿﬁÌ
W * DELM DELM -
W * ADJ ADJ,SIM ”«“„«‰Ì
W * CON CON Ê
W * ADJ ADJ,SIM ‰Â«œÌ
W * DELM DELM .
W * ADJ ADJ,SIM,INDF ⁄„ÊœÌ
W * DELM DELM :
W * N N,SING,NUM 1
W * DELM DELM -
W * P P œ—
W * N N,SING,COM „À·
W * V V,PRS,POS,6 „Ì êÊÌ‰œ
W * CON CON ﬂÂ
W * N N,SING,COM «‰”«‰
W * RA RA —«
W * ADJ ADJ,SIM ÅŒ Â
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM -
W * P P «“
W * N N,PL,COM,GEN ŒÊ—«ﬂÌÂ«Ì
W * ADJ ADJ,SIM,GEN ›«‰ “Ì
W * ADJ ADJ,SIM „ﬁÊÌ
W * CON CON ﬂÂ
W * P P «“
W * N N,SING,COM,GEN Ã‰”
W * N N,PL,COM,GEN €·« 
W * ADJ ADJ,SIM €‰Ì ‘œÂ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * P P œ—
W * N N,SING,COM ›«—”Ì
W * N N,SING,COM »—‘ Êﬂ
W * ADJ ADJ,INO ê› Â
W * V V,PRS,POS,3 „Ì ‘Êœ
W * N N,SING,NUM 2
W * DELM DELM -
W * N N,SING,COM,GEN Å«—çÂ
W * ADJ ADJ,SIM,GEN ﬂ„ »Â«Ì
W * N N,SING,COM —ÊÅÊ‘Ì
W * DELM DELM -
W * ADJ ADJ,SIM Â„Ì‘êÌ
W * CON CON Ê
W * ADJ ADJ,SIM Ã«Êœ«‰Â
W * DELM DELM -
W * P P «“
W * N N,PL,COM,GEN  „œ‰Â«Ì
W * ADJ ADJ,SIM,GEN ›‰«‘œÂ
W * P P,GEN „Ì«‰
W * N N,SING,LOC,PR —Êœ«‰
W * N N,SING,NUM 3
W * DELM DELM -
W * N N,SING,LOC,INDF —ÊœÌ
W * V V,PRE,SIM «” 
W * P P œ—
W * N N,SING,DIR,GEN ‘„«·
W * N N,SING,LOC,PR «Ì—«‰
W * DELM DELM -
W * N N,SING,COM,INDF Œ»—Ì
W * CON CON ﬂÂ
W * P P,GEN »—«Ì
W * PRO PRO,INDF,SING œÌê—Ì
W * V V,SUB,POS,6 »»—‰œ
W * DELM DELM -
W * N N,SING,LOC,GEN Å«Ì Œ 
W * N N,SING,LOC,GEN ﬂ‘Ê—
W * ADJ ADJ,SIM,GEN Ã“Ì—Â «Ì
W * N N,SING,LOC,PR ›ÌÃÌ
W * P P œ—
W * N N,SING,LOC,PR «ﬁÌ«‰Ê”ÌÂ
W * N N,SING,NUM 4
W * DELM DELM -
W * P P «“
W * ADJ ADJ,SUP œ‘Ê«— —Ì‰
W * CON CON Ê
W * ADJ ADJ,SUP ‘Ì—Ì‰  —Ì‰
W * N N,PL,COM,GEN —‘ Â Â«Ì
W * N N,PL,COM ⁄·Ê„
W * DELM DELM -
W * P P «“
W * N N,PL,COM,GEN ﬂ«‰ÌÂ«Ì
W * ADJ ADJ,SIM ’‰⁄ Ì
W * CON CON ﬂÂ
W * P P «“
W * N N,SING,COM,GEN Ã‰”
W * N N,SING,COM,GEN ”Ì·Ìﬂ« 
W * N N,SING,COM ¬·Ê„Ì‰ÌÊ„
W * CON CON Ê
W * N N,SING,COM Å «”Ì„
W * V V,PRE,SIM «” 
W * DELM DELM -
W * N N,PL,COM ⁄“„Â«
W * CON CON Ê
W * N N,PL,COM ¬Â‰êÂ«
W * N N,SING,NUM 5
W * DELM DELM -
W * ADJ ADJ,SIM ‰«çÌ“
W * DELM DELM -
W * N N,SING,COM Õ”œ
W * N N,SING,NFL »—œ‰
W * DELM DELM -
W * N N,SING,COM,GEN ”·«Õ
W * ADJ ADJ,SIM Ê—“‘Ì
W * DELM DELM -
W * N N,SING,COM ›—„«‰
W * CON CON Ê
W * N N,SING,COM œ” Ê—
W * N N,SING,NUM 6
W * DELM DELM -
W * P P «“
W * N N,SING,COM,GEN —ÊÌ
W * N N,SING,COM ‰« Ê«‰Ì
W * CON CON Ê
W * N N,SING,COM ⁄Ã“
W * DELM DELM -
W * N N,SING,COM,INDF ‰Ê⁄Ì
W * N N,SING,COM,GEN „Ê Ê—
W * N N,SING,COM „”«»ﬁÂ
W * DELM DELM -
W * N N,SING,COM,GEN Õ—›
W * N N,SING,COM  ⁄Ã»
W * CON CON Ê
W * ADJ ADJ,SIM ê‘«œÂ
W * N N,SING,NUM 7
W * DELM DELM -
W * ADJ ADJ,SIM »Ì „Ê
W * P P »—
W * N N,SING,COM,GEN «À—
W * N N,SING,COM,INDF ‰Ê⁄Ì
W * N N,SING,COM,GEN »Ì„«—Ì
W * ADJ ADJ,SIM,GEN «‰ê·Ì
W * ADJ ADJ,SIM ÅÊ” Ì
W * DELM DELM -
W * N N,SING,COM  ﬂÌÂ
W * N N,SING,NFL ﬂ—œ‰
W * DELM DELM -
W * N N,SING,COM,GEN œ” ê«Â
W * ADJ ADJ,SIM,GEN —Ê‘‰ ﬂ‰‰œÂ
W * N N,SING,COM,GEN „Ê Ê—
W * N N,SING,COM ŒÊœ—Ê
W * N N,SING,NUM 8
W * DELM DELM -
W * N N,SING,COM,INDF —‰êÌ
W * V V,PRE,SIM «” 
W * P P œ—
W * N N,SING,COM ›—‘
W * DELM DELM -
W * ADJ ADJ,SIM ‰Ì—Ê„‰œ
W * CON CON Ê
W * ADJ ADJ,SIM Å—“Ê—
W * CON CON Ê
W * ADJ ADJ,SIM  ‰Ê„‰œ
W * DELM DELM -
W * N N,SING,COM —ÃÊ·Ì 
W * N N,SING,NUM 9
W * DELM DELM -
W * N N,SING,COM,GEN ÅÌêÌ—Ì
W * N N,SING,COM,GEN «À—
W * N N,PL,COM „Ã—„«‰
W * CON CON Ì«
W * N N,PL,COM ÂÊ«ÅÌ„«Â«
W * CON CON Ê
W * N N,PL,COM ﬂ‘ ÌÂ«
W * DELM DELM -
W * N N,SING,COM,GEN Œ—êÊ‘
W * ADJ ADJ,SIM  «“Ì
W * DELM DELM -
W * ADJ ADJ,SIM ŒÊ»
W * CON CON Ê
W * ADJ ADJ,SIM Å”‰œÌœÂ
W * N N,SING,NUM 10
W * DELM DELM -
W * N N,SING,COM,GEN ÷„Ì—
W * ADJ ADJ,SIM ›—«‰”ÊÌ
W * DELM DELM -
W * N N,SING,COM,GEN Ê«Õœ
W * N N,SING,COM,GEN ÅÊ·
W * N N,SING,LOC,PR,GEN ¬›—Ìﬁ«Ì
W * ADJ ADJ,SIM Ã‰Ê»Ì
W * DELM DELM -
W * ADJ ADJ,SIM ‰«”«“ê«—
W * CON CON Ê
W * N N,SING,COM Å—Œ«‘ê—
W * N N,SING,NUM 11
W * DELM DELM -
W * N N,SING,COM Ã—«Õ 
W * CON CON Ê
W * N N,SING,COM “Œ„
W * CON CON Â„
W * N N,SING,COM „⁄‰Ì
W * V V,PRS,POS,3 „Ì œÂœ
W * DELM DELM -
W * N N,SING,COM êœ«ÌÌ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * N N,SING,COM,GEN ”Œ Ì
W * N N,SING,COM —Ê“ê«—
W * DELM DELM -
W * N N,SING,COM ”—Å—” 
W * CON CON Ê
W * N N,SING,COM ﬁÌ„
W * DELM DELM -
W * N N,SING,COM,GEN »ÊÌ
W * N N,SING,COM —ÿÊ» 
W * N N,SING,NUM 12
W * DELM DELM -
W * P P «“
W * N N,PL,COM,GEN ”Ì” „Â«Ì
W * N N,SING,COM,GEN ÅŒ‘
W * N N,SING,COM,GEN  ·ÊÌ“ÌÊ‰
W * ADJ ADJ,SIM —‰êÌ
W * DELM DELM -
W * P P »Â
W * N N,SING,COM œ«Œ·
W * N N,SING,NFL ¬„œ‰
W * DELM DELM -
W * N N,SING,LOC,INDF —ÊœŒ«‰Â «Ì
W * V V,PRE,SIM «” 
W * P P,GEN „Ì«‰
W * N N,SING,LOC,PR «Ì—«‰
W * CON CON Ê
W * N N,SING,LOC,PR ⁄—«ﬁ
W * N N,SING,NUM 13
W * DELM DELM -
W * N N,SING,COM,GEN „Ì·Â
W * ADJ ADJ,SIM,GEN ¬Â‰Ì
W * ADJ ADJ,SIM ‰Êﬂ  Ì“
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN ﬂ«—
W * N N,SING,COM »‰«ÌÌ
W * DELM DELM -
W * ADJ ADJ,SIM „Œ›Ì
W * CON CON Ê
W * ADJ ADJ,SIM „ﬂ Ê„
W * DELM DELM -
W * N N,SING,COM »Ì—ﬁ
W * CON CON Ê
W * N N,SING,COM œ—›‘
W * N N,SING,NUM 14
W * DELM DELM -
W * N N,SING,COM,GEN «Â·
W * N N,SING,LOC,PR Ì„‰
W * DELM DELM -
W * N N,PL,COM,GEN «Â—„Â«Ì
W * ADJ ADJ,SIM,GEN ”Â ê«‰Â
W * N N,SING,COM ŒÊœ—Ê
W * DELM DELM -
W * N N,SING,COM,GEN Ì«—
W * ADJ ADJ,SIM „Õ»Ê»
W * CON CON Ê
W * ADJ ADJ,SIM “Ì»«
W * N N,SING,NUM 15
W * DELM DELM -
W * N N,SING,COM,GEN ‰«„
W * ADJ ADJ,SIM,GEN œÌê—
W * N N,SING,COM,GEN  «»·ÊÌ
W * N N,SING,COM,GEN ·»Œ‰œ
W * N N,SING,PR éÊﬂÊ‰œ
W * N N,SING,COM,GEN «À—
W * ADJ ADJ,SIM Ã«Êœ«‰Â
W * N N,SING,PR,GEN ·∆Ê‰«—œÊ
W * N N,SING,PR œ«ÊÌ‰çÌ
W * DELM DELM -
W * N N,SING,NUM œÊ
W * N N,SING,COM,INDF ŒÿÌ
W * CON CON ﬂÂ
W * N N,SING,COM,AFF,6 «„ œ«œ‘«‰
W * P P œ—
W * N N,SING,COM »Ì ‰Â«Ì 
W * CON CON ‰Ì“
W * P P »Â
W * PRO PRO,REC Â„
W * V V,PRS,NEG,3 ‰„Ì —”œ
W * DELM DELM .
