Sub * SUBJ SUBJ !«œ»Ì« !
W * ADV ADV,GENR,SIM «·» Â
W * P P œ—
W * N N,SING,COM,GEN  √·Ì›
W * N N,SING,COM,GEN ﬂ«—Ê«‰
W * N N,SING,LOC,PR Â‰œ
W * N N,SING,COM ‰Ì«“
W * P P »Â
W * N N,SING,COM,GEN Â„ﬂ«—Ì
W * ADJ ADJ,SIM Ã„⁄Ì
W * CON CON Ê
W * ADJ ADJ,SIM Å—ÊéÂ «Ì
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON «„«
W * ADJ ADJ,SIM,GEN Õ«Ì“
W * N N,SING,COM  „ÃÌœ
W * CON CON Ê
W * N N,SING,COM ” «Ì‘
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ‘Œ’
W * ADJ ADJ,SIM,INDF Ê«ÕœÌ
W * N N,SING,TIME »⁄œ
W * P P «“
W * N N,SING,COM,GEN “Õ„ 
W * ADJ ADJ,SIM “Ì«œ
W * DET DET «Ì‰
W * N N,SING,COM,GEN ﬂ«—
W * ADJ ADJ,SIM ŒÿÌ—
W * RA RA —«
W * N N,SING,COM «‰Ã«„
W * V V,PA,SIM,POS,3 œ«œ
W * CON CON Ê
W * DET DET «Ì‰
W * N N,SING,COM,GEN ‘«Âﬂ«—
W * ADJ ADJ,SIM,GEN ‘ê›  ¬Ê—
W * N N,SING,PR,GEN «Õ„œ
W * N N,SING,PR,GEN ê·çÌ‰
W * N N,PL,COM „⁄«‰Ì
W * P P œ—
W * N N,SING,COM,GEN  «—ÌŒ
W * N N,SING,COM,GEN «œ»
W * ADJ ADJ,SIM ›«—”Ì
W * ADJ ADJ,SUP »Â —Ì‰
W * N N,SING,COM «÷«›Â
W * P P »Â
W * N N,SING,COM ‘„«—
W * V V,PRS,POS,3 „Ì —Êœ
W * DELM DELM .
W * CON CON œ—Ê«ﬁ⁄
W * DET DET «Ì‰
W * N N,SING,COM,GEN  –ﬂ—Â
W * ADJ ADJ,SIM ›«—”Ì “»«‰
W * N N,SING,COM,GEN „ÊÃ»
W * N N,SING,COM,GEN  — Ì»
W * N N,PL,COM «’Ê·
W * CON CON Ê
W * N N,PL,COM „ﬁ——« 
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN  –ﬂ—Â ‰ÊÌ”Ì
W * ADJ ADJ,SIM ›«—”Ì
W * V V,PRS,POS,3 „Ì »«‘œ
W * DELM DELM .
W * CON CON œ—⁄Ì‰ Õ«·
W * V V,AUX,NIN,POS „Ì »«Ì” 
W * N N,PL,COM,INDF „ÿ«·»Ì
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,SING,COM,GEN  ﬂ„Ì·
W * DET DET «Ì‰
W * N N,SING,COM «À—
W * P P,PRO »œ«‰
W * ADJ ADJ,SIM «÷«›Â
W * V V,PA,PRG,POS,3 „Ì ‘œ
W * DELM DELM .
W * CON CON çÊ‰
W * N N,SING,COM „ƒ·›
W * QUA QUA »⁄÷Ì
W * P P «“
W * N N,PL,COM,GEN Ã‰»Â Â«Ì
W * N N,SING,COM Õœ
W * RA RA —«
W * P P œ—
W * N N,SING,COM ‰Ÿ—
W * ADJ ADJ,INO ê—› Â
W * V V,PRE,SIM «” 
W * CON CON Ê
W * IF IF «ê—
W * DET DET «Ì‰
W * N N,PL,COM ÕœÊœ
W * N N,SING,COM «Ã—«
W * V V,PA,PRG,NEG,3 ‰„Ì ‘œ
W * DELM DELM °
W * N N,SING,COM,GEN  ﬂ„Ì·
W * DET DET «Ì‰
W * N N,SING,COM «À—
W * ADJ ADJ,SIM „„ﬂ‰
W * V V,PA,PRG,NEG,3 ‰„Ì »Êœ
W * DELM DELM °
W * N N,SING,COM,GEN ‰Ê⁄
W * DET DET «Ì‰
W * N N,PL,COM ÕœÊœ
W * P P »Â
W * DET DET «Ì‰
W * N N,SING,COM ﬁ—«—
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P «“
W * N N,SING,COM Ã„·Â
W * PRO PRO,DEMO,SING «Ì‰
W * CON CON ﬂÂ
W * N N,PL,COM,GEN „»«ÕÀ
W * N N,SING,COM ﬂ«—Ê«‰
W * ADV ADV,GENR,SIM  ‰Â«
W * ADJ ADJ,SIM „‘ „·
W * P P »—
W * N N,PL,COM ‘⁄—«
W * CON CON Ê
W * N N,PL,COM,GEN «œ»«Ì
W * ADJ ADJ,SIM «Ì—«‰Ì
W * V V,PRE,SIM «” 
W * DELM DELM .
W * V V,PRE,ADJC,3 ÅÌœ«” 
W * N N,SING,COM “»«‰
W * CON CON Ê
W * N N,SING,COM,GEN «œ»
W * ADJ ADJ,SIM ›«—”Ì
W * P P »Â
W * N N,SING,LOC,PR «Ì—«‰
W * ADJ ADJ,SIM „ÕœÊœ
W * V V,PRS,NEG,3 ‰„Ì »«‘œ
W * CON CON “Ì—«
W * N N,SING,LOC,PR,GEN ¬”Ì«Ì
W * ADJ ADJ,SIM „—ﬂ“Ì
W * DELM DELM °
W * N N,SING,LOC,PR «›€«‰” «‰
W * DELM DELM °
W * N N,SING,LOC,PR,GEN ¬”Ì«Ì
W * ADJ ADJ,SIM ’€Ì—
W * DELM DELM °
W * N N,SING,LOC,PR Â‰œ
W * CON CON Ê
W * N N,SING,COM €Ì—Â
W * P P  «
W * N N,SING,COM,GEN „œ 
W * ADJ ADJ,SIM,INDF „œÌœÌ
W * N N,SING,COM,GEN “Ì—
W * N N,SING,COM  √ÀÌ—
W * CON CON Ê
W * N N,SING,COM,GEN ‰›Ê–
W * N N,PL,LOC,GEN ﬂ‘Ê—Â«Ì
W * ADJ ADJ,SIM ›«—”Ì “»«‰
W * CON CON Ê
W * N N,SING,COM,GEN ›—Â‰ê
W * DET DET ¬‰
W * N N,SING,COM ”—“„Ì‰
W * V V,PA,NAR,POS,6 »ÊœÂ «‰œ
W * CON CON ﬂÂ
W * ADV ADV,GENR,SIM ÿ»⁄«
W * V V,AUX,NIN,POS »«Ìœ
W * N N,PL,COM,GEN ‘⁄—«Ì
W * DET DET «Ì‰
W * N N,SING,LOC „‰ÿﬁÂ
W * RA RA —«
W * CON CON ‰Ì“
W * P P œ—
W * PRO PRO,DEMO,SING ¬‰
W * ADJ ADJ,SIM ‘«„·
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM °
W * CON CON ç‰«‰ﬂÂ
W * N N,SING,LOC,PR ”„—ﬁ‰œ
W * CON CON Ê
W * N N,SING,LOC,PR »Œ«—«
W * ADJ ADJ,ORD «Ê·Ì‰
W * N N,PL,COM,GEN „—«ﬂ“
W * N N,SING,COM,GEN “»«‰
W * ADJ ADJ,SIM ›«—”Ì
W * V V,PA,NAR,POS,6 »ÊœÂ «‰œ
W * CON CON Ê
W * N N,SING,COM,GEN „Õ—Ê„Ì 
W * PRO PRO,DEMO,PL ¬‰Â«
W * P P œ—
W * N N,SING,COM,GEN ﬂ«—Ê«‰
W * N N,SING,LOC,PR Â‰œ
W * N N,SING,COM,GEN ‰‘«‰ÂÒ
W * N N,SING,COM ﬂ„»Êœ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * CON CON Â„ç‰Ì‰
W * N N,PL,COM,GEN ‘⁄—«Ì
W * N N,SING,LOC,PR ‘—Ê«‰
W * DELM DELM °
W * N N,SING,LOC,PR ê‰ÃÂ
W * DELM DELM °
W * N N,SING,LOC,PR «—«‰
W * CON CON Ê
W * N N,SING,COM €Ì—Â
W * CON CON ﬂÂ
W * P P »Â
W * N N,SING,LOC,PR Â‰œ
W * V V,PA,SIM,POS,6 ¬„œ‰œ
W * DELM DELM °
W * V V,AUX,NIN,POS »«Ì” Ì
W * P P œ—
W * N N,SING,COM,GEN ﬂ«—Ê«‰
W * N N,SING,LOC,PR Â‰œ
W * N N,SING,COM Ã«
W * V V,PA,PRG,POS,6 „Ì ê—› ‰œ
W * DELM DELM °
W * CON CON «„«
W * N N,SING,COM,INDF  —œÌœÌ
W * V V,PRS,NEG,3 ‰Ì” 
W * CON CON ﬂÂ
W * N N,SING,GR,GEN  ⁄œ«œ
W * SPEC SPEC ç‰Ì‰
W * N N,PL,COM,INDF ‘⁄—«ÌÌ
W * CON CON ﬂÂ
W * P P »Â
W * N N,SING,LOC,PR Â‰œ
W * V V,PA,SIM,POS,6 ¬„œ‰œ
W * ADV ADV,deg,SIM »”Ì«—
W * ADJ ADJ,SIM ﬂ„
W * V V,PRE,SIM «” 
W * DELM DELM .
W * PRO PRO,INDF,SING ç‰Ì‰
W * P P »Â
W * N N,SING,COM ‰Ÿ—
W * V V,PRS,POS,3 „Ì —”œ
W * CON CON ﬂÂ
W * N N,SING,COM,GEN „ƒ·›
W * N N,SING,COM,GEN ﬂ«—Ê«‰
W * N N,SING,LOC,PR Â‰œ
W * ADV ADV,GENR,SIM  ‰Â«
W * N N,SING,COM,GEN ﬂ«—Ê«‰
W * N N,PL,COM,GEN ‘⁄—«Ì
W * N N,SING,COM,GEN ⁄’—
W * N N,PL,PR êÊ—ﬂ«‰Ì«‰
W * RA RA —«
W * P P œ—
W * N N,SING,COM ‰Ÿ—
W * ADJ ADJ,INO ê—› Â
W * CON CON Ê
W * N N,PL,COM,GEN ‘⁄—«Ì
W * N N,SING,COM,GEN ⁄’—
W * ADJ ADJ,SIM œÌê—
W * RA RA —«
W * ADJ ADJ,SIM ‘«„·
W * V V,PA,NAR,NEG,3 ‰ﬂ—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * CON CON “Ì—«
W * P P œ—
W * N N,PL,COM,GEN «œÊ«—
W * ADJ ADJ,SIM „Œ ·›
W * N N,SING,TIME ﬁ»·
W * P P «“
W * N N,PL,PR êÊ—ﬂ«‰Ì«‰
W * N N,SING,NUM ç‰œÌ‰
W * N N,SING,COM,GEN ‘«⁄—
W * ADJ ADJ,SIM «œÌ»
W * P P «“
W * N N,SING,LOC,PR,GEN ¬”Ì«Ì
W * ADJ ADJ,SIM „—ﬂ“Ì
W * P P »Â
W * N N,SING,LOC,PR Â‰œ
W * V V,PA,SIM,POS,6 ¬„œ‰œ
W * DELM DELM °
W * ADJ ADJ,CMPR »Â —
W * V V,PA,SIM,POS,3 »Êœ
W * P P »Â
W * N N,SING,COM,GEN ‘—Õ
W * N N,SING,COM,GEN Õ«·
W * N N,PL,COM,GEN ‘⁄—«Ì
W * DET DET ¬‰
W * N N,SING,LOC „‰ÿﬁÂ
W * CON CON ‰Ì“
W * N N,SING,COM «‘«—Â
W * V V,PA,PRG,POS,3 „Ì ‘œ
W * DELM DELM .
W * P P «“
W * N N,SING,COM,GEN „ÿ«·⁄ÂÒ
W * N N,SING,COM,GEN  –ﬂ—ÂÒ
W * N N,SING,COM,GEN ‘«„
W * N N,PL,COM €—Ì»«‰
W * CON CON Ê
W * ADJ ADJ,SIM œÌê—
W * N N,PL,COM  –ﬂ—Â Â«
W * ADJ ADJ,SIM „⁄·Ê„
W * V V,PRS,POS,3 „Ì ê—œœ
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM,GEN ﬂ«—Ê«‰
W * N N,SING,LOC,PR Â‰œ
W * QUA QUA »⁄÷Ì
W * P P «“
W * N N,PL,COM,GEN ‘⁄—«Ì
W * N N,SING,COM Ê«—œ
W * MORP MORP,MADJ ‘œÂ
W * P P »Â
W * N N,SING,LOC,PR Â‰œ
W * N N,SING,COM –ﬂ—
W * V V,PA,NAR,NEG,6 ‰‘œÂ «‰œ
W * CON CON Ê
W * P P «“
W * N N,SING,COM Ã„·Â
W * N N,PL,COM,INDF ﬂ”«‰Ì
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM,GEN ⁄’—
W * N N,PL,PR êÊ—ﬂ«‰Ì«‰
W * P P «“
W * N N,SING,LOC,PR,GEN ¬”Ì«Ì
W * ADJ ADJ,SIM „—ﬂ“Ì
W * V V,PA,SIM,POS,6 ¬„œ‰œ
W * V V,AUX,NIN,POS „Ì  Ê«‰
W * N N,PL,COM,INDF «›—«œÌ
W * ADV ADV,GENR,EXM Â„çÊ‰
W * N N,SING,PR,GEN ﬁ«”„
W * N N,SING,PR ﬂ«ÂÌ
W * DELM DELM °
W * N N,SING,PR „Ê·«‰«
W * N N,SING,PR,GEN Õ”Ì‰
W * N N,SING,PR „—ÊÌ
W * CON CON Ê
W * N N,SING,COM €Ì—Â
W * RA RA —«
W * N N,SING,COM ‰«„
W * V V,PA,SIM,POS,3 »—œ
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ‘Â— 
W * ADJ ADJ,SIM ›—«Ê«‰
W * V V,PRS,POS,6 œ«—‰œ
W * DELM DELM °
W * P P,GEN ÷„‰
W * PRO PRO,DEMO,SING ¬‰
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ‰«„
W * DET DET «Ì‰
W * N N,SING,NUM œÊ
W * N N,SING,COM ‘«⁄—
W * P P œ—
W * N N,PL,COM,GEN ÿ»ﬁ« 
W * N N,SING,PR «ﬂ»—Ì
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,PL,COM,GEN ‘⁄—«Ì
W * N N,SING,COM,GEN œÊ—ÂÒ
W * N N,SING,PR «ﬂ»—Ì
W * P P »Â
W * N N,SING,COM,GEN ÿÊ—
W * ADJ ADJ,SIM Œ«’
W * N N,SING,COM –ﬂ—
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * CON CON Â„ç‰Ì‰
W * N N,SING,COM,GEN ‰«„
W * QUA QUA »⁄÷Ì
W * P P «“
W * N N,PL,COM,GEN ‘⁄—«Ì
W * N N,SING,LOC,PR «›€«‰” «‰
W * CON CON Ê
W * N N,PL,COM,GEN ‰Ê«ÕÌ
W * ADJ ADJ,SIM Â„ÃÊ«—
W * ADJ ADJ,INO,NEG ‰Ì«„œÂ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * ADV ADV,GENR,SIM ⁄„œ«
W * PRO PRO,DEMO,PL ¬‰Â«
W * ADJ ADJ,SIM ‘«„·
W * V V,PA,NAR,NEG,6 ‰ê—œÌœÂ «‰œ
W * CON CON Ê
W * QUA QUA »—ŒÌ
W * P P «“
W * N N,PL,COM,INDF ‘⁄—«ÌÌ
W * CON CON ﬂÂ
W * P P «“
W * N N,PL,COM,GEN ﬂ—«‰Â Â«Ì
W * N N,SING,LOC,PR «Ì—«‰
W * V V,PA,SIM,POS,6 ¬„œ‰œ
W * DELM DELM °
W * N N,SING,COM Ì«œ¬Ê—Ì
W * V V,PA,NAR,NEG,6 ‰‘œÂ «‰œ
W * CON CON œ—’Ê— Ì ﬂÂ
W * QUA QUA »⁄÷Ì
W * P P «“
W * PRO PRO,DEMO,PL ¬‰Â«
W * ADJ ADJ,SIM,GEN Õ«Ì“
W * N N,SING,COM  ÊÃÂ
W * V V,PRS,POS,6 „Ì »«‘‰œ
W * DELM DELM .
W * ADV ADV,GENR,SIM ‘«Ìœ
W * DET DET «Ì‰
W * ADJ ADJ,SIM ‰«œÌœÂ
W * N N,SING,NFL ê—› ‰
W * DELM DELM °
W * N N,SING,COM »‰«
W * P P »—
W * QUA QUA »⁄÷Ì
W * N N,PL,COM ⁄··
W * N N,SING,COM,GEN ’Ê— 
W * ADJ ADJ,INO ê—› Â
W * V V,SUB,POS,3 »«‘œ
W * DELM DELM .
W * CON CON »‰«»—«Ì‰
W * N N,SING,COM ÷—Ê— 
W * V V,PRS,POS,3 œ«—œ
W * P P,GEN »—«Ì
W * N N,PL,COM,INDF ‘⁄—«ÌÌ
W * CON CON ﬂÂ
W * N N,SING,COM »‰«
W * P P »Â
W * N N,PL,COM,INDF ⁄··Ì
W * P P «“
W * PRO PRO,DEMO,PL ¬‰Â«
W * N N,SING,COM Ì«œ¬Ê—Ì
W * ADJ ADJ,INO,NEG ‰‘œÂ
W * DELM DELM °
W * N N,SING,COM,GEN ›Â—” 
W * ADJ ADJ,SIM,INDF Ãœ«ê«‰Â «Ì
W * N N,SING,COM  ÂÌÂ
W * V V,SUB,POS,3 ê—œœ
W * CON CON Ê
W * P P »«
W * N N,SING,COM,GEN ﬂ„ﬂ
W * DET DET ¬‰
W * N N,SING,COM ›Â—” 
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN ﬂ«—Ê«‰
W * ADJ ADJ,SIM,INDF œÌê—Ì
W * N N,SING,COM  — Ì»
W * V V,SUB,POS,3 Ì«»œ
W * DELM DELM .
W * CON CON ‰Ì“
W * ADJ ADJ,SIM,GEN Õ«Ì“
W * N N,SING,COM  –ﬂ—
W * V V,PRE,SIM «” 
W * QUA QUA »⁄÷Ì
W * P P «“
W * N N,PL,COM,GEN ‘⁄—«Ì
W * ADJ ADJ,SIM œÌê—
W * P P «“
W * ADJ ADJ,SIM ‘«„·
W * N N,SING,NFL ‘œ‰
W * P P œ—
W * N N,SING,COM,GEN ﬂ«—Ê«‰
W * ADJ ADJ,SIM »⁄œÌ
W * ADJ ADJ,SIM „Õ—Ê„
W * V V,AUX,FEA,POS,6 ŒÊ«Â‰œ
W * V V,PA,SIM,POS,3 „«‰œ
W * CON CON Ê
W * V V,AUX,NIN,POS »«Ìœ
W * P P —«Ã⁄ »Â
W * PRO PRO,DEMO,PL ¬‰Â«
W * N N,PL,COM,GEN —”«·Â Â«Ì
W * ADJ ADJ,SIM,INDF „Œ ’—Ì
W * ADJ ADJ,INO ‰Ê‘ Â
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM .
W * N N,SING,COM,GEN „Ê÷Ê⁄
W * ADJ ADJ,SIM,INDF œÌê—Ì
W * CON CON ﬂÂ
W * ADJ ADJ,SIM,GEN ‰Ì«“„‰œ
W * N N,SING,COM  ÊÃÂ
W * V V,PRE,SIM «” 
W * N N,SING,COM,GEN ›Â—” 
W * N N,SING,NUM ”Ì
W * N N,SING,COM ‘«⁄—
W * V V,PRS,POS,3 „Ì »«‘œ
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM,GEN Œ’Ê’
W * QUA QUA »—ŒÌ
W * P P «“
W * PRO PRO,DEMO,PL ¬‰Â«
W * N N,SING,COM ‘ﬂ
W * CON CON Ê
W * N N,SING,COM  —œÌœ
W * N N,SING,COM ÊÃÊœ
W * V V,PRS,POS,3 œ«—œ
W * CON CON ﬂÂ
W * ADV ADV,GENR,SIM ‘«Ìœ
W * PRO PRO,DEMO,PL ¬‰Â«
W * P P »Â
W * N N,SING,LOC,PR Â‰œ
W * ADJ ADJ,INO,NEG ‰Ì«„œÂ
W * V V,SUB,POS,6 »«‘‰œ
W * CON CON Ê
W * CON CON Â„
W * PRO PRO,DEMO,SING «Ì‰
W * CON CON ﬂÂ
W * ADJ ADJ,SIM «Ì—«‰Ì
W * N N,SING,NFL,GEN »Êœ‰
W * PRO PRO,DEMO,PL ¬‰Â«
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM  √„·
W * V V,PRE,SIM «” 
W * DELM DELM .
W * ADV ADV,GENR,SIM «·» Â
W * V V,AUX,NIN,POS »«Ìœ
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM “„Ì‰Â
W * N N,SING,COM,GEN  ÕﬁÌﬁ
W * ADJ ADJ,SIM ﬂ«„·
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM °
W * CON CON çÊ‰
W * P P »Â
W * N N,SING,COM,GEN Ÿ‰
W * ADJ ADJ,SIM ﬁÊÌ
W * QUA QUA »⁄÷Ì
W * P P «“
W * PRO PRO,DEMO,PL ¬‰Â«
W * ADJ ADJ,SIM «Ì—«‰Ì
W * V V,PRS,POS,6 Â” ‰œ
W * CON CON Ê
W * P P «“
W * N N,SING,LOC,PR «Ì—«‰
W * P P »Â
W * N N,SING,LOC,PR Â‰œ
W * V V,PA,SIM,POS,6 ¬„œ‰œ
W * DELM DELM .
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM „Ê—œ
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN ê“«—‘
W * ADJ ADJ,SIM,INDF ﬂÊ «ÂÌ
W * N N,SING,COM «—«ÌÂ
W * V V,PRS,POS,3 „Ì ê—œœ
W * DELM DELM .
W * P P œ—
W * N N,SING,PR ⁄—›« 
W * P P «“
W * N N,SING,COM,INDF ‘«⁄—Ì
W * P P »Â
W * N N,SING,COM,GEN ‰«„
W * N N,SING,PR »Ì«‰Ì
W * DELM DELM °
W * N N,SING,COM,INDF –ﬂ—Ì
W * P P »Â
W * N N,SING,COM „Ì«‰
W * ADJ ADJ,INO ¬„œÂ
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * ADV ADV,GENR,SIM Ÿ«Â—«
W * N N,SING,COM,GEN ‘«⁄—
W * N N,SING,COM,GEN ⁄’—
W * N N,SING,PR Â„«ÌÊ‰
W * V V,PRS,POS,3 „Ì »«‘œ
W * DELM DELM .
W * P P œ—
W * N N,SING,PR,GEN „Ã„⁄ «·‘⁄—«Ì
W * N N,SING,PR,GEN ÃÂ«‰êÌ—
W * N N,SING,PR ‘«ÂÌ
W * N N,SING,NPR,GEN ’
W * N N,SING,NUM 55
W * CON CON Â„
W * N N,SING,COM,GEN –ﬂ—
W * N N,SING,COM,INDF ‘«⁄—Ì
W * P P »Â
W * N N,SING,COM,GEN ‰«„
W * N N,SING,PR »Ì«‰Ì
W * ADJ ADJ,SIM „ÊÃÊœ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * CON CON «„«
W * P P «“
W * N N,SING,COM ‘«⁄—
W * CON CON Â„
W * N N,SING,COM,GEN  Œ·’
W * N N,SING,COM,GEN ⁄’—
W * N N,SING,PR Â„«ÌÊ‰
W * ADJ ADJ,SIM „Œ ·›
W * V V,PRE,SIM «” 
W * DELM DELM .
W * CON CON »‰«»—«Ì‰
W * P P,GEN œ—»«—ÂÒ
W * N N,SING,PR »Ì«‰Ì
W * N N,SING,COM,GEN  —œÌœ
W * ADJ ADJ,SIM,INDF ﬂ„Ì
W * N N,SING,COM ÊÃÊœ
W * V V,PRS,NEG,3 ‰œ«—œ
W * DELM DELM .
W * P P œ—
W * N N,SING,COM,GEN ﬂ «»
W * N N,SING,TIME,GEN —Ê“
W * ADJ ADJ,SIM —Ê‘‰
W * P P «“
W * N N,SING,COM,INDF ‘«⁄—Ì
W * ADJ ADJ,SIM œÌê—
W * P P »Â
W * N N,SING,COM,GEN ‰«„
W * N N,SING,PR  Ê”‰Ì
W * N N,SING,COM ‰«„
W * ADJ ADJ,INO »—œÂ
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * CON CON çÊ‰
W * PRO PRO,personal,SING,3 ÊÌ
W * RA RA —«
W * N N,SING,COM,GEN ÅÌ—Ê
W * N N,SING,PR ’«Ì»
W * V V,PA,NAR,POS,6 ê› Â «‰œ
W * DELM DELM °
W * DET DET Â„Ì‰
W * N N,SING,COM,GEN «”«”
W * N N,SING,COM ‘ﬂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * CON CON œ—⁄Ì‰ Õ«·
W * N N,PL,COM,GEN ‘Ê«Âœ
W * ADJ ADJ,SIM,INDF œÌê—Ì
W * CON CON ‰Ì“
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM „Ê—œ
W * ADJ ADJ,SIM ÷—Ê—Ì
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P œ—
W * N N,SING,PR „Ã„⁄ «·‘⁄—«
W * P P «“
W * N N,SING,NUM œÊ
W * N N,SING,COM  ‰
W * P P »Â
W * N N,SING,COM,GEN ‰«„
W * N N,SING,PR Õ«· Ì
W * N N,SING,COM –ﬂ—
W * P P »Â
W * N N,SING,COM ⁄„·
W * ADJ ADJ,INO ¬„œÂ
W * CON CON ﬂÂ
W * N N,SING,NUM,INDF ÌﬂÌ
W * N N,SING,COM,GEN Ì«œê«—
W * N N,SING,PR „Õ„œ
W * DELM DELM °
W * ADJ ADJ,SIM „⁄—Ê›
W * P P »Â
W * N N,SING,PR,GEN Õ«· Ì
W * N N,SING,PR  —ﬂ„«‰
W * V V,PRE,SIM «” 
W * CON CON Ê
W * ADJ ADJ,SIM,INDF œÌê—Ì
W * N N,SING,PR,GEN Õ«· Ì
W * N N,SING,PR Œ—«”«‰Ì
W * CON CON ﬂÂ
W * N N,SING,COM,GEN «”„
W * PRO PRO,personal,SING,3 ÊÌ
W * N N,SING,PR ﬁ«”„
W * N N,SING,SURN »Ìê
W * V V,PRE,SIM «” 
W * DELM DELM )
W * N N,SING,NPR,GEN ’
W * N N,SING,NUM 57
W * CON CON Ê
W * N N,SING,NUM 9
W * DELM DELM -
W * N N,SING,NUM 248
W * DELM DELM (
W * DELM DELM .
W * N N,SING,COM,GEN –ﬂ—
W * N N,SING,PR Õ«· Ì
W * N N,SING,PR Ì«œê«—
W * P P œ—
W * N N,SING,COM,GEN ¬ÌÌ‰
W * N N,SING,PR «ﬂ»—Ì
W * DELM DELM °
W * DELM DELM )
W * N N,SING,PR »·«Œ„‰
W * N N,SING,NUM 466
W * DELM DELM (
W * DELM DELM °
W * DELM DELM )
W * N N,SING,COM ¬ÌÌ‰
W * N N,SING,NPR,GEN Ã
W * N N,SING,NUM 1
W * DELM DELM °
W * N N,SING,NPR,GEN ’
W * N N,SING,NUM 9
W * DELM DELM -
W * N N,SING,NUM 871
W * DELM DELM (
W * DELM DELM ∫
W * DELM DELM )
W * N N,PL,COM,GEN ÿ»ﬁ« 
W * N N,SING,PR «ﬂ»—Ì
W * N N,SING,NPR,GEN Ã
W * N N,SING,NUM 2
W * DELM DELM °
W * N N,SING,NPR,GEN ’
W * N N,SING,NUM 294
W * DELM DELM (
W * DELM DELM ∫
W * DELM DELM )
W * N N,SING,COM,GEN ‘«„
W * N N,PL,COM €—Ì»«‰
W * N N,SING,NPR,GEN ’
W * N N,SING,NUM 28
W * DELM DELM (
W * DELM DELM °
W * ADJ ADJ,INO ¬„œÂ
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * V V,AUX,NIN,POS »«Ìœ
W * DET DET «Ì‰
W * N N,SING,COM ‘ﬂ
W * N N,SING,COM —›⁄
W * V V,SUB,POS,3 ê—œœ
W * DELM DELM .
W * P P »Â
W * N N,SING,COM,GEN ÕÊ«·ÂÒ
W * N N,SING,PR ⁄—›« 
W * N N,SING,COM,INDF ‘Œ’Ì
W * P P »Â
W * N N,SING,COM,GEN ‰«„
W * N N,SING,PR,GEN Õ“‰Ì
W * N N,SING,PR ⁄·ÊÌ
W * N N,SING,COM –ﬂ—
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * P P œ—
W * N N,SING,TIME,GEN —Ê“
W * ADJ ADJ,SIM —Ê‘‰
W * N N,SING,COM,GEN Ì«œ
W * DET DET Â„Ì‰
W * N N,SING,COM ‘«⁄—
W * P P »Â
W * N N,SING,COM,GEN ‰«„
W * N N,SING,PR,GEN Õ“‰Ì
W * N N,SING,PR «ﬂ»—¬»«œÌ
W * ADJ ADJ,SIM „ÊÃÊœ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,INDF ‘«⁄—Ì
W * P P »Â
W * N N,SING,COM,GEN ‰«„
W * N N,SING,PR,GEN Õ“‰Ì
W * N N,SING,PR «’›Â«‰Ì
W * P P œ—
W * N N,SING,COM,GEN ¬ÌÌ‰
W * N N,SING,PR «ﬂ»—Ì
W * DELM DELM )
W * N N,SING,PR »·«Œ„‰
W * N N,SING,NPR,GEN Ã
W * N N,SING,NUM 1
W * DELM DELM °
W * N N,SING,NPR,GEN ’
W * N N,SING,NUM 635
W * DELM DELM (
W * DELM DELM °
W * DELM DELM )
W * N N,PL,COM ÿ»ﬁ« 
W * N N,SING,NPR,GEN Ã
W * N N,SING,NUM 2
W * DELM DELM °
