Sub * SUBJ SUBJ !Å“‘ﬂÌ!
W * PRO PRO,DEMO,SING ¬‰
W * RA RA —«
W * N N,SING,COM ﬂ‘›
W * V V,PRS,POS,5 „Ì ﬂ‰Ìœ
W * DELM DELM °
W * V V,PRS,POS,5 œ—„Ì Ì«»Ìœ
W * CON CON ﬂÂ
W * PRO PRO,personal,SING,3 «Ê
W * ADJ ADJ,SIM Õ«÷—
W * V V,PRS,NEG,3 ‰Ì” 
W * P P —«Ã⁄ »Â
W * PRO PRO,DEMO,SING ¬‰
W * ADV ADV,GENR,SIM ›⁄·«
W * N N,SING,COM ’Õ» 
W * V V,SUB,POS,3 ﬂ‰œ
W * DELM DELM .
W * N N,SING,COM,GEN Ã„·ÂÒ
W * ADJ ADJ,SIM,GEN »⁄œÌ
W * PRO PRO,personal,SING,3 «Ê
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM «— »«ÿ
W * DELM DELM :
W * alpha-per alpha-per «·›
W * DELM DELM ‹
W * N N,SING,COM «Ã«“Â
W * V V,IMP,POS,2 »œÂ
W * V V,SUB,POS,4 »»Ì‰Ì„
W * ADV ADV,I ¬Ì«
W * N N,SING,COM  ·ÊÌ“ÌÊ‰
W * N N,SING,COM,GEN „”«»ﬁÂÒ
W * N N,SING,COM ›Ê »«·
W * RA RA —«
W * N N,SING,COM ‰‘«‰
W * V V,PRS,POS,3 „Ì œÂœ
W * CON CON Ì«
W * ADJ ADJ,SIM,GEN ŒÌ—
W * DELM DELM !
W * N N,SING,NPR »
W * DELM DELM ‹
W * IF IF «ê—
W * ADV ADV,GENR,SIM Ê«ﬁ⁄«
W * DET DET «Ì‰
W * N N,SING,COM „”∆·Â
W * DELM DELM °
W * ADV ADV,deg,SIM «Ì‰ﬁœ—
W * P P,GEN »—«Ì
W * PRO PRO,personal,SING,2  Ê
W * N N,SING,COM «Â„Ì 
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM °
W * ADJ ADJ,SIM ŒÊ‘Õ«·
W * V V,PRS,POS,1 „Ì ‘Ê„
W * ADJ ADJ,SIM ﬂ„Ì
W * ADV ADV,GENR,CMPR œÌ— —
W * P P —«Ã⁄ »Â
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,COM ’Õ» 
W * V V,SUB,POS,4 ﬂ‰Ì„
W * DELM DELM .
W * N N,SING,NPR Ã
W * DELM DELM ‹
W * ADV ADV,GENR,SIM ›⁄·«
W * V V,PRS,POS,1 „Ì —Ê„
W * N N,SING,COM »Ì—Ê‰
W * CON CON  «
W * N N,SING,COM ﬁœ„
W * V V,SUB,POS,1 »“‰„
W * DELM DELM .
W * N N,SING,NUM 4
W * DELM DELM ‹
W * QUA QUA »⁄÷Ì
W * N N,PL,COM «Êﬁ« 
W * PRO PRO,INDF,SING ç‰Ì‰
W * P P »Â
W * N N,SING,COM ‰Ÿ—
W * V V,PRS,POS,3 „Ì ¬Ìœ
W * PRO PRO,personal,SING,3 «Ê
W * N N,PL,COM,INDF ﬂ«—Â«ÌÌ
W * RA RA —«
W * N N,SING,COM «‰Ã«„
W * V V,PRS,POS,3 „Ì œÂœ
W * CON CON ﬂÂ
W * PRO PRO,personal,PL,2 ‘„«
W * ADV ADV,deg,SIM ç‰œ«‰
W * P P »Â
W * PRO PRO,DEMO,SING ¬‰
W * ADJ ADJ,SIM ⁄·«ﬁÂ „‰œ
W * V V,PRS,NEG,5 ‰Ì” Ìœ
W * DELM DELM :
W * alpha-per alpha-per «·›
W * DELM DELM ‹
W * N N,SING,COM ”⁄Ì
W * V V,PRS,POS,5 „Ì ﬂ‰Ìœ
W * P P »Â
W * QUA QUA Â—
W * N N,SING,COM  — Ì»
W * P P «“
W * PRO PRO,DEMO,SING ¬‰
W * V V,SUB,POS,5 »ê–—Ìœ
W * DELM DELM .
W * N N,SING,NPR »
W * DELM DELM ‹
W * ADV ADV,deg,SIM ﬂ·«
W * N N,SING,COM,GEN ¬œ„
W * ADJ ADJ,SIM,INDF ›—«„Ê‘ﬂ«—Ì
W * V V,PRE,SIM «” 
W * CON CON Ê
W * V V,PRS,NEG,3 ‰„Ì œ«‰œ
W * PRO PRO,personal,PL,2 ‘„«
W * P P »Â
W * DET DET,I çÂ
W * N N,PL,COM,INDF çÌ“Â«ÌÌ
W * N N,SING,COM Õ”«”Ì 
W * V V,PRS,POS,5 œ«—Ìœ
W * DELM DELM .
W * N N,SING,NPR Ã
W * DELM DELM ‹
W * PRO PRO,personal,SING,3 «Ê
W * ADV ADV,GENR,SIM Ê«ﬁ⁄«
W * V V,PRS,NEG,3 ‰„Ì œ«‰œ
W * CON CON ﬂÂ
W * DET DET «Ì‰
W * N N,PL,COM „”«Ì·
W * P P  «
W * DET DET,I çÂ
W * N N,SING,COM Õœ
W * PRO PRO,personal,PL,2 ‘„«
W * RA RA —«
W * N N,PL,COM ¬“«—
W * V V,PRS,POS,3 „Ì œÂœ
W * DELM DELM .
W * N N,SING,NUM 5
W * DELM DELM ‹
W * N N,SING,COM,INDF “„«‰Ì
W * CON CON ﬂÂ
W * QUA QUA Â—
W * N N,SING,NUM œÊ
W * ADJ ADJ,SIM,GEN œ—êÌ—
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN »ÕÀ
W * ADV ADV,deg,SIM »”Ì«—
W * ADJ ADJ,SIM ÃœÌ
W * CON CON Ê
W * ADV ADV,GENR,SIM ‘«Ìœ
W * N N,SING,COM,GEN œ⁄Ê«Ì
W * ADJ ADJ,SIM,INDF ”Œ Ì
W * V V,SUB,POS,5 »«‘Ìœ
W * DELM DELM :
W * alpha-per alpha-per «·›
W * DELM DELM ‹
W * ADV ADV,GENR,SIM „⁄„Ê·«
W * PRO PRO,personal,PL,2 ‘„«
W * ADJ ADJ,ORD «Ê·Ì‰
W * N N,SING,COM,INDF ‰›—Ì
W * V V,PRS,POS,5 Â” Ìœ
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ‘«ŒÂÒ
W * N N,SING,COM “Ì Ê‰
W * RA RA —«
W * N N,SING,COM ÅÌ‘‰Â«œ
W * V V,PRS,POS,5 „Ì œÂÌœ
W * CON CON Ê
W * PRO PRO,personal,SING,3 «Ê
W * V V,PRS,POS,3 „Ì Å–Ì—œ
W * DELM DELM .
W * N N,SING,NPR »
W * DELM DELM ‹
W * PRO PRO,personal,SING,3 «Ê
W * ADJ ADJ,SUP ‰Œ” Ì‰
W * N N,SING,COM,INDF ﬂ”Ì
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ÅÌ‘‰Â«œ
W * N N,SING,COM,GEN ‘«ŒÂÒ
W * N N,SING,COM “Ì Ê‰
W * RA RA —«
W * V V,PRS,POS,3 „Ì œÂœ
W * CON CON Ê
W * PRO PRO,personal,PL,2 ‘„«
W * V V,PRS,POS,5 „Ì Å–Ì—Ìœ
W * DELM DELM .
W * N N,SING,NPR Ã
W * DELM DELM ‹
W * N N,SING,COM,INDF ›—ﬁÌ
W * V V,PRS,NEG,3 ‰„Ì ﬂ‰œ
W * DET DET,I çÂ
W * N N,SING,COM,INDF ﬂ”Ì
W * DET DET «Ì‰
W * N N,SING,COM „Â„
W * RA RA —«
W * P P »—
W * N N,SING,COM ⁄ÂœÂ
W * V V,SUB,POS,3 »êÌ—œ
W * DELM DELM °
W * N N,SING,COM „”∆·Â
W * PRO PRO,DEMO,SING ¬‰
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * QUA QUA Â—
W * DET DET,I ﬂœ«„
W * N N,SING,COM  ·«‘
W * V V,PRS,POS,5 „Ì ﬂ‰Ìœ
W * N N,SING,COM,GEN ‰ﬁ‘
W * N N,SING,COM,GEN „Ì«‰ÃÌ
W * N N,SING,COM ’·Õ
W * RA RA —«
W * P P »Â
W * N N,SING,COM ŒÊ»Ì
W * N N,SING,COM «Ì›«¡
W * V V,SUB,POS,5 ﬂ‰Ìœ
W * DELM DELM .
W * PRO PRO,personal,PL,2 ‘„«
W * P P «“
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,COM œ” Â
W * N N,PL,COM,GEN “ÊÃÂ«Ì
W * ADJ ADJ,SIM,INDF ŒÊ‘»Œ Ì
W * V V,PRS,POS,5 Â” Ìœ
W * CON CON ﬂÂ
W * V V,PRS,POS,5 „Ì œ«‰Ìœ
W * ADV ADV,I çêÊ‰Â
W * V V,AUX,NIN,POS »«Ìœ
W * N N,SING,COM »ÕÀ
W * RA RA —«
W * N N,SING,COM ‘—Ê⁄
W * V V,SUB,POS,5 ﬂ‰Ìœ
W * CON CON Ê
W * N N,SING,TIME Å”
W * P P «“
W * DET DET,I çÂ
W * N N,SING,COM „œ 
W * P P »«
W * N N,SING,COM,INDF ‰ ÌÃÂ «Ì
W * ADJ ADJ,SIM œ·ŒÊ«Â
W * DELM DELM °
W * PRO PRO,DEMO,SING ¬‰
W * RA RA —«
W * P P »Â
W * N N,SING,ORD Å«Ì«‰
W * V V,SUB,POS,5 »—”«‰Ìœ
W * DELM DELM .
W * N N,SING,COM,GEN —Ê‘
W * PRO PRO,personal,PL,2 ‘„«
W * DELM DELM °
W * N N,SING,COM,INDF —Ê‘Ì
W * ADJ ADJ,SIM „‰Õ’—
W * P P »Â
W * N N,SING,COM ›—œ
W * CON CON Ê
W * P P œ—
W * N N,SING,COM,GEN ⁄Ì‰
W * N N,SING,COM Õ«·
W * ADJ ADJ,SIM Ã«·»
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P »«
W * N N,SING,COM  ·«‘
W * CON CON Ê
W * N N,SING,COM Å‘ ﬂ«—
W * DELM DELM °
W * PRO PRO,DEMO,SING ¬‰
W * RA RA —«
W * P P »Â
W * N N,SING,COM,GEN Â„”—
W * PRO PRO,R,XOD ŒÊœ
W * CON CON ‰Ì“
W * V V,PA,NAR,POS,3 ¬„ÊŒ Â
W * CON CON Ê
W * N N,SING,COM,GEN ‰ ÌÃÂÒ
W * ADJ ADJ,SIM „À» 
W * V V,PA,NAR,POS,5 ê—› Â «Ìœ
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM «„—
W * N N,SING,COM,GEN ‰‘«‰ÂÒ
W * PRO PRO,DEMO,SING ¬‰
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,COM,GEN “‰œêÌ
W * ADJ ADJ,SIM,INDF ŒÊ»Ì
W * RA RA —«
W * P P »«
W * N N,SING,COM,AFF,5 Â„”— «‰
W * P P,GEN ÅÌ‘
W * N N,SING,COM —Ê
W * V V,PRS,POS,5 œ«—Ìœ
W * DELM DELM .
W * CON CON ç—« ﬂÂ
W * N N,SING,NFL,GEN Ã‰êÌœ‰
W * P P,GEN »œÊ‰
W * N N,SING,COM Âœ›
W * DELM DELM °
W * N N,SING,COM,INDF ‰ ÌÃÂ «Ì
W * CON CON,COMP Ã“
W * N N,SING,COM,GEN ”—œÌ
W * N N,PL,COM —Ê«»ÿ
W * P P œ—
W * N N,SING,COM ÅÌ
W * V V,AUX,FEA,NEG,3 ‰ŒÊ«Âœ
W * V V,PA,SIM,POS,3 œ«‘ 
W * DELM DELM .
W * P P »Â
W * N N,SING,COM,GEN —Ê‘
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,COM «œ«„Â
W * V V,IMP,POS,5 »œÂÌœ
W * CON CON ﬂÂ
W * N N,SING,COM „Ê›ﬁÌ 
W * P P «“
W * PRO PRO,DEMO,SING ¬‰
W * PRO PRO,personal,PL,2 ‘„«
W * V V,PRE,SIM «” 
W * DELM DELM .
W * ADJ ADJ,CMPR ﬂ„ —
W * P P «“
W * N N,SING,NUM 40
W * N N,SING,COM «„ Ì«“
W * DELM DELM _
W * P P œ—
W * N N,SING,COM,GEN ⁄Ì‰
W * N N,SING,COM Õ«·
W * CON CON ﬂÂ
W * V V,PRS,POS,5 „Ì ŒÊ«ÂÌœ
W * N N,SING,COM,GEN ÿ—›
W * N N,SING,COM,AFF,5 „ﬁ«»· «‰
W * N N,SING,COM,GEN «Õ”«”
W * N N,SING,COM Ì√”
W * CON CON Ê
W * N N,SING,COM ‰««„ÌœÌ
W * V V,SUB,NEG,3 ‰ﬂ‰œ
W * DELM DELM °
W * CON CON «„«
W * P P «“
W * PRO PRO,DEMO,SING «Ì‰
W * CON CON ﬂÂ
W * PRO PRO,personal,SING,3 «Ê
W * ADJ ADJ,SIM,GEN „ ÊÃÂ
W * N N,PL,COM,GEN «Õ”«”« 
W * ADJ ADJ,SIM,GEN Ê«ﬁ⁄Ì
W * PRO PRO,personal,PL,2 ‘„«
W * V V,SUB,POS,3 »‘Êœ
W * DELM DELM °
W * N N,SING,COM Ê«Â„Â
W * V V,PRS,POS,5 œ«—Ìœ
W * DELM DELM .
W * PRO PRO,personal,PL,2 ‘„«
W * P P «“
W * DET DET ¬‰
W * N N,SING,COM œ” Â
W * N N,PL,COM,INDF «›—«œÌ
W * V V,PRS,POS,5 Â” Ìœ
W * CON CON ﬂÂ
W * P P »—
W * N N,SING,COM,GEN Œ·«›
W * N N,SING,COM,AFF,5 „Ì· «‰
W * DELM DELM °
W * ADV ADV,GENR,TIME Â„Ì‘Â
W * N N,SING,COM,GEN ‰ ÌÃÂÒ
W * N N,SING,COM Ã—Ê»ÕÀ
W * RA RA —«
W * P P »Â
W * N N,SING,COM,INDF „”Ì—Ì
W * V V,PRS,POS,5 „Ì —”«‰Ìœ
W * CON CON ﬂÂ
W * ADJ ADJ,SIM,GEN œ·ŒÊ«Â
W * PRO PRO,personal,PL,2 ‘„«
W * V V,PRS,NEG,3 ‰Ì” 
W * DELM DELM .
W * N N,SING,COM ”⁄Ì
W * V V,IMP,POS,5 ﬂ‰Ìœ
W * P P »«
W * N N,SING,COM «⁄ „«œ
W * P P »Â
W * N N,SING,COM ‰›”
W * DELM DELM °
W * N N,SING,COM,GEN —«Â
W * ADJ ADJ,SIM œ—” 
W * N N,SING,COM „»«—“Â
W * P P,GEN »—«Ì
W * ADJ ADJ,CMPR »Â —
W * N N,SING,COM “‰œêÌ
W * N N,SING,NFL ﬂ—œ‰
W * RA RA —«
W * V V,IMP,POS,5 œ—Ì«»Ìœ
W * CON CON Ê
W * P P »Â
W * N N,PL,COM,GEN Ã—Ê»ÕÀÂ«Ì
W * PRO PRO,R,XOD ŒÊœ
W * DELM DELM °
W * N N,SING,COM,INDF ‰ ÌÃÂ «Ì
W * ADJ ADJ,SIM ⁄«ﬁ·«‰Â
W * V V,IMP,POS,5 »»Œ‘Ìœ
W * DELM DELM .
W * ADJ ADJ,CMPR ﬂ„ —
W * P P «“
W * N N,SING,NUM 30
W * N N,SING,COM «„ Ì«“
W * DELM DELM _
W * PRO PRO,personal,PL,2 ‘„«
W * ADV ADV,GENR,TIME Â„Ì‘Â
W * N N,SING,ORD «» œ«
W * N N,SING,COM ›—Ì«œ
W * V V,PRS,POS,5 „Ì “‰Ìœ
W * DELM DELM °
W * N N,SING,COM ê—ÌÂ
W * V V,PRS,POS,5 „Ì ﬂ‰Ìœ
W * DELM DELM .
W * N N,SING,COM ”»“Ì
W * P P »Â
W * N N,SING,COM ﬂ«—
W * N N,PL,COM ﬂ·ÌÂ Â«
W * DELM DELM °
W * N N,SING,COM ÅÊ” 
W * DELM DELM °
W * N N,SING,COM,GEN œ” ê«Â
W * N N,SING,COM êÊ«—‘
W * DELM DELM °
W * N N,SING,COM,GEN œ” ê«Â
W * ADJ ADJ,SIM ⁄’»Ì
W * CON CON Ê
W * N N,SING,COM „€“
W * N N,SING,COM ﬂ„ﬂ
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM .
W * N N,SING,COM ”»“Ì
W * N N,SING,COM,INDF „‰»⁄Ì
W * ADJ ADJ,SIM €‰Ì
W * P P «“
W * N N,SING,COM Å «”Ì„
W * DELM DELM °
W * N N,SING,COM „‰Ì“Ì„
W * DELM DELM °
W * N N,SING,COM ﬂ·”Ì„
W * DELM DELM °
W * N N,SING,COM ¬Â‰
W * DELM DELM °
W * N N,SING,COM „”
W * DELM DELM °
W * N N,SING,COM „‰ê‰“
W * DELM DELM °
W * N N,PL,COM,GEN ÊÌ «„Ì‰Â«Ì
W * N N,SING,COM,GEN ê—ÊÂ
W * N N,SING,NPR »
W * P P »Â
W * N N,SING,COM,GEN ⁄·«ÊÂ
W * N N,SING,COM,GEN ÊÌ «„Ì‰
W * N N,SING,NPR ¬
W * CON CON Ê
W * N N,SING,NPR À
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM ÃÊ‘«‰œÂ
W * N N,SING,COM ”»“Ì
W * ADJ ADJ,SIM »«⁄À
W * N N,SING,COM Ã·ÊêÌ—Ì
W * P P «“
W * N N,SING,COM  ÂÊ⁄
W * CON CON Ê
W * N N,SING,COM ”—êÌÃÂ
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN «” ›«œÂ
W * ADJ ADJ,SIM „Ãœœ
W * P P «“
W * N N,PL,COM ⁄ÿ—Å«‘Â«
W * DELM DELM °
W * N N,SING,COM,GEN ”—ﬂÂÒ
W * ADJ ADJ,SIM œ«€
W * CON CON Ê
W * N N,PL,COM,GEN ﬁÿ⁄Â Â«Ì
W * N N,SING,COM,GEN ‰„ﬂ
W * ADJ ADJ,SIM ‰ﬂÊ»ÌœÂ
W * RA RA —«
W * P P »«
W * CON CON Â„
W * P P œ—
W * N N,SING,COM ⁄ÿ—Å«‘
W * CON CON Ì«
W * N N,SING,COM ‘Ì‘ÂÒ
W * N N,SING,COM ⁄ÿ—
W * V V,IMP,POS,5 »—Ì“Ìœ
W * CON CON  «
W * N N,SING,COM,GEN »ÊÌ
W * ADJ ADJ,SIM ﬁ»·Ì
W * RA RA —«
W * ADV ADV,deg,SIM ﬂ«„·«
W * ADJ ADJ,SIM Œ‰ÀÌ
W * V V,SUB,POS,3 ﬂ‰œ
W * DELM DELM .
W * P P,GEN »—«Ì
W * ADJ ADJ,SIM ‰—„
W * N N,SING,NFL ﬂ—œ‰
W * N N,SING,COM ¬—‰Ã
W * DELM DELM °
W * N N,SING,COM “«‰Ê
W * CON CON Ê
W * N N,PL,COM,GEN Å«‘‰Â Â«Ì
W * N N,SING,COM Å«
W * DELM DELM °
W * N N,SING,NUM,GEN ‰’›
W * N N,SING,CONT ⁄œœ
W * N N,SING,COM ·Ì„Ê —‘
W * RA RA —«
W * N N,SING,COM,GEN —ÊÌ
W * DET DET ¬‰
W * N N,PL,COM ﬁ”„ Â«
W * V V,IMP,POS,5 »„«·Ìœ
W * DELM DELM .
W * N N,SING,TIME ﬁ»·
W * P P «“
W * N N,SING,NFL,GEN »—Ìœ‰
W * N N,SING,COM ﬂÌﬂ
W * DELM DELM °
W * N N,SING,COM,GEN  Ì€ÂÒ
W * N N,SING,COM ﬂ«—œ
W * RA RA —«
W * P P œ—
W * N N,SING,COM,GEN ¬»
W * N N,SING,COM ÃÊ‘
W * V V,IMP,POS,5 »“‰Ìœ
W * DELM DELM .
W * N N,SING,COM —Ê„« Ì”„
W * N N,PL,TIME ﬁ—‰Â«
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * P P,GEN  Ê”ÿ
W * N N,PL,GR,GEN „··
W * ADJ ADJ,SIM,GEN „Œ ·›
W * N N,SING,COM ÃÂ«‰
W * P P œ—
W * N N,PL,COM,GEN „Ê«—œ
W * N N,SING,COM œ—œ
W * CON CON Ê
W * N N,SING,COM,GEN ”Ê“‘
W * ADJ ADJ,SIM ‰«‘Ì
W * P P «“
W * N N,PL,COM,GEN »Ì„«—ÌÂ«Ì
W * ADJ ADJ,SIM ⁄÷·«‰Ì
W * DELM DELM °
W * ADJ ADJ,SIM „›’·Ì
W * DELM DELM °
W * ADJ ADJ,SIM «” ŒÊ«‰Ì
W * CON CON Ê
W * ADV ADV,GENR,SIM »Œ’Ê’
W * N N,SING,COM ‰”Ã
W * ADJ ADJ,SIM ‰—„
W * P P,GEN «ÿ—«›
W * N N,PL,COM „›«’·
W * P P »Â
W * N N,SING,COM ﬂ«—
W * ADJ ADJ,INO »—œÂ
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * ADV ADV,GENR,TIME «ŒÌ—«"
W * N N,SING,COM,GEN ·€ 
W * N N,SING,COM ¬— —Ì 
W * P P œ—
W * QUA QUA,GEN «ﬂÀ—
W * N N,PL,COM „Ê«—œ
W * N N,SING,COM,GEN Ã«‰‘Ì‰
W * N N,SING,COM,GEN ﬂ·„Â
W * N N,SING,COM —Ê„« Ì”„
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * ADV ADV,GENR,TIME  «ﬂ‰Ê‰
W * ADJ ADJ,SIM »Ì‘
W * P P «“
W * N N,SING,NUM 120
W * SPEC SPEC ‰Ê⁄
W * N N,SING,COM,GEN »Ì„«—Ì
W * ADJ ADJ,SIM —Ê„« Ì”„Ì
W * ADJ ADJ,INO ‘‰«Œ Â
W * V V,PA,NAR,POS,6 ‘œÂ «‰œ
W * CON CON ﬂÂ
W * QUA QUA Â—
W * N N,SING,COM ﬂœ«„
W * P P «“
W * DET DET «Ì‰
W * N N,PL,COM »Ì„«—ÌÂ«
W * ADJ ADJ,SIM,GEN œ«—«Ì
W * N N,SING,COM ⁄· 
W * CON CON Ê
W * N N,SING,COM,GEN Å« Ê›Ì“ÌÊ·ÊéÌ
W * ADJ ADJ,SIM „Œ’Ê’
W * P P »Â
W * PRO PRO,R,XOD ŒÊœ
W * V V,PRS,POS,6 Â” ‰œ
W * DELM DELM .
W * N N,SING,COM —Ê„« Ì”„
W * ADV ADV,deg,SIM  ﬁ—Ì»«
W * P P »Â
W * QUA QUA,GEN  „«„Ì
W * N N,PL,COM,GEN «‰”«Ã
W * ADJ ADJ,SIM,GEN „Œ ·›
W * N N,SING,COM »œ‰
W * ADJ ADJ,SIM Õ„·Â Ê—
W * V V,PRS,POS,3 „Ì ‘Êœ
W * CON CON Ê
W * QUA QUA Â—
W * N N,SING,COM ﬂœ«„
W * RA RA —«
W * CON CON ﬂÂ
W * ADJ ADJ,SIM „» ·«
W * V V,SUB,POS,3 ﬂ‰œ
W * DELM DELM °
W * N N,PL,COM,GEN ⁄·«∆„
W * ADJ ADJ,SIM,GEN ﬂ·Ì‰ÌﬂÌ
W * ADJ ADJ,SIM „Œ’Ê’
W * P P »Â
W * DET DET ¬‰
W * N N,SING,COM »Ì„«—Ì
W * P P œ—
W * N N,SING,COM »œ‰
W * N N,SING,COM »—Ê“
W * V V,PRS,POS,6 „Ì ﬂ‰‰œ
W * DELM DELM .
W * ADV ADV,GENR,EXM „À·«
W * IF IF «ê—
W * N N,SING,COM ‘—Ì«‰
W * CON CON Ê
W * N N,PL,COM Ê—ÌœÂ«
W * ADJ ADJ,SIM,GEN œç«—
W * N N,SING,COM —Ê„« Ì”„
W * V V,SUB,POS,6 ‘Ê‰œ
W * DELM DELM °
W * N N,SING,COM »Ì„«—Ì
W * N N,SING,COM Vasculitis
W * ADJ ADJ,INO ‰«„ÌœÂ
W * V V,PRS,POS,3 „Ì ‘Êœ
W * CON CON Ê
W * IF IF ç‰«‰çÂ
W * P P œ—
W * DET DET «Ì‰
W * SPEC SPEC ‰Ê⁄
W * N N,SING,COM —Ê„« Ì”„
W * N N,SING,COM ‘—Ì«‰
W * N N,SING,COM ç‘„
W * ADJ ADJ,SIM ê—› «—
W * V V,SUB,POS,3 »‘Êœ
W * CON CON Ê
W * P P »Â
W * N N,SING,COM,GEN ⁄· 
W * ADJ ADJ,INO »” Â
W * N N,SING,NFL,GEN ‘œ‰
W * PRO PRO,DEMO,SING ¬‰
W * DELM DELM °
W * N N,SING,COM »Ì„«—
W * ADJ ADJ,SIM ‰«»Ì‰«
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM °
W * DET DET «Ì‰
W * N N,SING,COM »Ì„«—Ì
W * N N,SING,COM Temporal arthritis
W * ADJ ADJ,INO ‰«„ÌœÂ
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * IF IF ç‰«‰çÂ
W * DET DET «Ì‰
W * N N,SING,COM ‰«—«Õ Ì
W * ADV ADV,GENR,SIM “Êœ
W * N N,SING,COM  ‘ŒÌ’
W * ADJ ADJ,INO œ«œÂ
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM °
W * N N,SING,COM,GEN „⁄«·ÃÂÒ
W * ADJ ADJ,SIM ﬁÿ⁄Ì
W * P P »«
W * N N,SING,COM „œ«Ê«
W * ADJ ADJ,SIM «„ﬂ«‰ Å–Ì—
W * V V,PRE,SIM «” 
W * CON CON Ê
W * N N,SING,COM »Ì„«—
W * P P «“
W * N N,SING,COM,GEN Œÿ—
W * N N,SING,COM ﬂÊ—Ì
W * N N,SING,COM ‰Ã« 
W * ADJ ADJ,SIM ÅÌœ«
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM .
W * N N,SING,COM ¬— —Ì 
W * ADV ADV,GENR,SIM „⁄„Ê·«
W * N N,PL,COM „›«’·
W * RA RA —«
W * N N,SING,COM œÊ” 
W * V V,PRS,POS,3 œ«—œ
W * CON CON Ê
W * P P »Â
W * DET DET Â„Ì‰
W * N N,SING,COM ÃÂ 
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM »Ì„«—Ì
W * ADV ADV,GENR,ORD «Ê·
W * N N,PL,COM „›«’·
W * RA RA —«
W * ADJ ADJ,SIM œç«—
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * CON CON Ê
W * P P œ—
W * N N,SING,NUM 50
W * N N,SING,COM œ—’œ
W * P P «“
W * N N,PL,COM „Ê«—œ
W * CON CON ‰Ì“
W * ADJ ADJ,SIM „ÕœÊœ
W * P P »Â
W * N N,PL,COM „›«’·
W * V V,PRS,POS,3 „Ì „«‰œ
W * CON CON Ê
W * P P œ—
W * N N,SING,NUM 50
W * N N,SING,COM,GEN œ—’œ
W * ADJ ADJ,SIM œÌê—
W * ADV ADV,GENR,SIM „ √”›«‰Â
W * P P »Â
W * N N,SING,COM,GEN »ﬁÌÂ
W * N N,PL,COM,GEN «‰”«Ã
W * N N,SING,COM »œ‰
W * ADV ADV,GENR,SIM »Œ’Ê’
W * N N,SING,COM ÅÊ” 
W * DELM DELM °
W * N N,PL,COM —ÌÂ Â«
W * DELM DELM °
W * N N,SING,COM ﬁ·»
W * DELM DELM °
W * N N,SING,COM ŒÊ‰
W * DELM DELM °
W * N N,PL,COM ⁄—Êﬁ
W * DELM DELM °
W * N N,SING,COM «” ŒÊ«‰
W * CON CON Ê
W * ADV ADV,GENR,SIM Õ Ì
W * N N,SING,COM „€“
W * N N,SING,COM ê” —‘
W * ADJ ADJ,SIM ÅÌœ«
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * CON CON ﬂÂ
W * DET DET «Ì‰
W * N N,PL,COM „Ê«—œ
W * RA RA —«
W * N N,SING,NPR RA
W * N N,SING,COM ‰«„
W * V V,PA,NAR,POS,6 ‰Â«œÂ «‰œ
W * DELM DELM .
W * P P »«
W * N N,SING,COM,GEN ÅÌœ«Ì‘
W * DET DET «Ì‰
W * N N,PL,COM ⁄Ê«—÷
W * N N,SING,COM,GEN œ—„«‰
W * N N,SING,COM »Ì„«—Ì
W * ADJ ADJ,CMPR œ‘Ê«— —
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * ADJ ADJ,SUP ‘«Ì⁄ —Ì‰
W * N N,PL,COM,GEN »Ì„«—ÌÂ«Ì
W * ADJ ADJ,SIM —Ê„« Ì”„Ì
W * N N,SING,NUM Å‰Ã
W * N N,SING,COM,GEN ‰Ê⁄
W * DET DET «Ì‰
W * N N,SING,COM »Ì„«—Ì
W * P P «“
