Sub * SUBJ SUBJ ! «—ÌŒÌ!
W * N N,PL,COM,INDF «ﬁÊ«·Ì
W * CON CON ﬂÂ
W * P P «“
W * N N,PL,COM „‘«ÌŒ
W * CON CON Ê
W * N N,PL,COM,GEN ’Ê›Ì«‰
W * ADJ ADJ,SIM «Ì—«‰Ì
W * DELM DELM °
W * ADV ADV,GENR,SIM »Œ’Ê’
W * P P œ—
W * N N,SING,LOC,PR Œ—«”«‰
W * DELM DELM °
W * P P »Â
W * N N,SING,COM ⁄—»Ì
W * N N,SING,COM ‰ﬁ·
W * V V,PA,NAR,POS,6 ﬂ—œÂ «‰œ
W * DELM DELM °
W * P P œ—
W * N N,SING,COM «’·
W * P P »Â
W * N N,SING,COM ›«—”Ì
W * ADJ ADJ,INO »ÊœÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * N N,PL,COM,GEN œ·«Ì·
W * DET DET «Ì‰
W * N N,SING,COM «„—
W * N N,SING,COM,GEN ÊÃÊœ
W * N N,PL,COM,GEN Ã„·« 
W * ADJ ADJ,SIM,INDF ›«—”ÌÌ
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,PL,COM,GEN ‰ÊÌ”‰œê«‰
W * ADJ ADJ,SIM ›«—”Ì “»«‰
W * P P «“
W * N N,SING,COM,GEN ﬁÊ·
W * DET DET «Ì‰
W * N N,PL,COM „‘«ÌŒ
W * P P œ—
W * N N,PL,COM,GEN ﬂ «»Â«Ì
W * ADJ ADJ,SIM,GEN ⁄—»Ì
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,COM ‰ﬁ·
W * V V,PA,NAR,POS,6 ﬂ—œÂ «‰œ
W * DELM DELM .
W * P P «“
W * N N,SING,COM,GEN ﬁÊ·
W * N N,SING,PR ⁄»œ«··Â
W * N N,SING,PR „»«—ﬂ
W * CON CON Â„
W * N N,SING,NUM œÊ
W * N N,SING,COM Ã„·Â
W * P P »Â
W * N N,SING,COM ›«—”Ì
W * P P œ—
W * N N,SING,NUM œÊ
W * N N,SING,COM,GEN ﬂ «»
W * ADJ ADJ,SIM ⁄—»Ì
W * N N,SING,COM ‰ﬁ·
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * PRO PRO,personal,PL,1 „«
W * P P œ—
W * ADV ADV,GENR,LOC «Ì‰Ã«
W * PRO PRO,DEMO,PL ¬‰Â«
W * RA RA —«
W * N N,SING,COM ‘—Õ
W * V V,AUX,FEA,POS,4 ŒÊ«ÂÌ„
W * V V,PA,SIM,POS,3 œ«œ
W * DELM DELM .
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * DET DET «Ì‰
W * N N,PL,COM Ã„·« 
W * P P œ—
W * N N,SING,PR,GEN «‰”«»
W * N N,SING,PR ”„⁄«‰Ì
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,PR,GEN «»Ê”⁄œ
W * N N,SING,PR,GEN ⁄»œ«·ﬂ—Ì„
W * N N,SING,PR ”„⁄«‰Ì
W * N N,SING,NUM 562
W * DELM DELM -
W * N N,SING,NUM 506
W * DELM DELM °
W * CON CON ﬂÂ
W * N N,SING,COM,GEN Â„‘Â—Ì
W * N N,SING,PR ⁄»œ«··Â
W * N N,SING,PR „»«—ﬂ
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON Ê
W * P P œ—
W * N N,SING,LOC,PR „—Ê
W * N N,SING,COM „ Ê·œ
W * ADJ ADJ,INO ‘œÂ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM °
W * P P œ—
W * N N,SING,PR «‰”«»
W * P P,GEN –Ì·
W * N N,SING,COM,GEN ‰”» 
W * N N,SING,PR «·«ﬂ«›
W * P P «“
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * N N,PL,COM,GEN „⁄«’—«‰
W * N N,SING,PR ⁄»œ«··Â
W * N N,SING,PR „»«—ﬂ
W * P P »Â
W * N N,SING,COM,GEN ‰«„
W * N N,SING,PR,GEN «»Ê⁄„—
W * N N,SING,PR,GEN Õ›’
W * N N,SING,PR »‰ Õ„Ìœ
W * N N,SING,PR «·«ﬂ«›
W * N N,SING,PR «·“«Âœ
W * N N,SING,PR «·„—Ê“Ì
W * N N,SING,COM Ì«œ
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * CON CON Ê
W * V V,PRS,POS,3 „Ì êÊÌœ
W * CON CON ﬂÂ
W * DELM DELM :
W * PRO PRO,personal,SING,3 ÊÌ
W * P P «“
W * N N,PL,COM,GEN Ì«—«‰
W * N N,SING,PR ⁄»œ«··Â
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON Ê
W * P P œ—
W * ADJ ADJ,SIM Ê«ﬁ⁄
W * N N,SING,COM,GEN ”„ 
W * N N,SING,COM „—‘œÌ
W * N N,SING,COM ‰”» 
W * P P »Â
W * PRO PRO,personal,SING,3 «Ê
W * V V,PA,SIM,POS,3 œ«‘ 
W * DELM DELM °
W * CON CON ç‰«‰ﬂÂ
W * N N,SING,PR ”„⁄«‰Ì
W * V V,PRS,POS,3 „Ì êÊÌœ
W * DELM DELM :
W * CON CON ﬂÂ
W * PRO PRO,personal,SING,3 ÊÌ
W * N N,PL,COM,GEN ⁄Ì»Â«Ì
W * N N,SING,PR ⁄»œ«··Â
W * RA RA —«
W * P P »Â
W * PRO PRO,personal,SING,3 ÊÌ
W * N N,SING,COM êÊ‘“œ
W * V V,PA,PRG,POS,3 „Ì ﬂ—œ
W * P P  «
W * DET DET «Ì‰
W * CON CON ﬂÂ
W * N N,SING,PR ⁄»œ«··Â
W * P P «“
W * N N,SING,COM ⁄Ì»
W * ADJ ADJ,SIM „»—«
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM,GEN ‘ÌÊÂÒ
W * ADJ ADJ,SIM  —»Ì Ì
W * P P,GEN Â„«‰‰œ
W * N N,SING,COM,GEN ‘ÌÊÂÒ
W * N N,PL,COM „·«„ Ì«‰
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ‰«„
W * N N,SING,PR,GEN ⁄»œ«··Â
W * N N,SING,PR »‰ „»«—ﬂ
W * CON CON ‰Ì“
W * P P œ—
W * N N,SING,COM,GEN “„—ÂÒ
W * PRO PRO,personal,PL,3 «Ì‘«‰
W * ADJ ADJ,INO »—œÂ
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * ADJ ADJ,SIM ÿ»Ì⁄Ì
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,PR ⁄»œ«··Â
W * N N,SING,COM ‰”» 
W * P P »Â
W * N N,SING,PR Õ›’
W * P P »«
W * N N,SING,COM «Õ —«„
W * CON CON Ê
W * N N,SING,COM «œ»
W * N N,SING,COM —› «—
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,SUB,POS,3 »«‘œ
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM „⁄‰Ì
W * RA RA —«
W * ADV ADV,GENR,SIM œﬁÌﬁ«
W * P P «“
W * N N,SING,COM Ã„·Â
W * OH OH «Ì
W * CON CON ﬂÂ
W * N N,SING,PR ”„⁄«‰Ì
W * P P «“
W * N N,SING,COM,GEN ﬁÊ·
W * PRO PRO,personal,SING,3 «Ê
W * N N,SING,COM ‰ﬁ·
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM °
W * V V,AUX,NIN,POS „Ì  Ê«‰
W * ADV ADV,GENR,SIM »Â ŒÊ»Ì
W * N N,SING,COM «” ‰»«ÿ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * N N,SING,NUM 5
W * N N,SING,COM,GEN Ã„·ÂÒ
W * ADJ ADJ,SIM ›«—”Ì
W * ADV ADV,GENR,SIM „”·„«
W * N N,SING,COM  ’ÕÌ›
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * N N,SING,COM,GEN ’Ê— 
W * ADJ ADJ,SIM,GEN ’ÕÌÕ
W * PRO PRO,DEMO,SING ¬‰
W * ADV ADV,GENR,SIM Ÿ«Â—«
W * PRO PRO,DEMO,SING «Ì‰
W * V V,PRE,SIM «” 
W * N N,SING,COM Œ—œ
W * P P,GEN ÅÌ‘
W * N N,SING,PR Õ›’
W * N N,SING,COM Å«Ì
W * ADJ ADJ,SIM œ—«“
W * V V,PRS,NEG,3 ‰„Ì ﬂ‰œ
W * DELM DELM .
W * ADJ ADJ,ORD œÊ„Ì‰
W * N N,SING,COM,GEN Ã„·ÂÒ
W * ADJ ADJ,SIM ›«—”Ì
W * RA RA —«
W * N N,SING,COM,INDF ‰ÊÌ”‰œÂ «Ì
W * ADJ ADJ,SIM «’›Â«‰Ì
W * P P »Â
W * N N,SING,COM,GEN ‰«„
W * N N,SING,PR,GEN «»Ê«·ﬁ«”„
W * N N,SING,PR,GEN «”„«⁄Ì·
W * N N,SING,PR «’›Â«‰Ì
W * N N,SING,NUM 535
W * DELM DELM -
W * N N,SING,NUM 457
W * P P œ—
W * N N,SING,COM,GEN ﬂ «»
W * PRO PRO,R,XOD ŒÊœ
W * P P »Â
W * N N,SING,COM,GEN ‰«„
W * N N,SING,PR ”Ì—«·”·›
W * N N,SING,COM ‰ﬁ·
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN ﬂ «»
W * N N,SING,PR ”Ì—«·”·›
W * DET DET Â„«‰
W * N N,SING,COM ÿÊ—
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ‰«„
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,COM Õﬂ«Ì 
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM °
W * N N,SING,COM,INDF ﬂ «»Ì
W * V V,PRE,SIM «” 
W * P P œ—
W * N N,SING,COM,GEN ‘—Õ
W * N N,PL,COM,GEN «ÕÊ«·
W * N N,PL,PR ’Õ«»Â
W * CON CON Ê
W * N N,PL,COM  «»⁄«‰
W * CON CON Ê
W * N N,PL,COM “Â«œ
W * CON CON Ê
W * N N,PL,COM ⁄»«œ
W * CON CON Ê
W * N N,PL,COM „ÕœÀ«‰
W * CON CON Ê
W * N N,PL,COM ’Ê›Ì«‰
W * DELM DELM °
W * CON CON Ê
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * N N,PL,COM,INDF «‘Œ«’Ì
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ‘—Õ
W * N N,PL,COM,AFF,3 «ÕÊ«·‘
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM ﬂ «»
W * ADJ ADJ,INO ¬„œÂ
W * DELM DELM °
W * N N,SING,PR ⁄»œ«··Â
W * N N,SING,PR „»«—ﬂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN ﬂ «»
W * N N,SING,PR ”Ì—«·”·›
W * P P  «
W * ADV ADV,GENR,TIME ﬂ‰Ê‰
W * P P »Â
W * N N,SING,COM ç«Å
W * ADJ ADJ,INO,NEG ‰—”ÌœÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P œ—
W * N N,SING,COM,GEN ‰”ŒÂ
W * ADJ ADJ,SIM,GEN ŒÿÌ
W * DET DET «Ì‰
W * N N,SING,COM «À—
W * CON CON ﬂÂ
W * ADJ ADJ,SIM „ ⁄·ﬁ
W * P P »Â
W * N N,SING,LOC,GEN ﬂ «»Œ«‰Â
W * ADJ ADJ,SIM,GEN „·Ì
W * N N,SING,LOC,PR Å«—Ì”
W * V V,PRE,SIM «” 
W * DELM DELM °
W * P P œ—
W * N N,SING,COM,GEN –Ì·
W * N N,SING,COM,GEN ‰«„
W * N N,SING,PR,GEN ⁄»œ«··Â
W * N N,SING,PR »‰ «·„»«—ﬂ
W * N N,SING,COM,INDF ê› êÊÌÌ
W * N N,SING,COM ‰ﬁ·
W * ADJ ADJ,INO ‘œÂ
W * CON CON ﬂÂ
W * N N,SING,COM,GEN „Ì«‰
W * N N,SING,PR ⁄»œ«··Â
W * CON CON Ê
W * N N,SING,COM,INDF „—œÌ
W * ADJ ADJ,SIM Œ—«”«‰Ì
W * N N,SING,COM —Œ
W * ADJ ADJ,INO œ«œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM „Ã·”
W * ADV ADV,GENR,SIM Ÿ«Â—«
W * N N,SING,COM,INDF „Ã·”Ì
W * ADJ ADJ,INO »ÊœÂ
W * V V,PRE,SIM «” 
W * ADJ ADJ,SIM ⁄·„Ì
W * CON CON ﬂÂ
W * P P œ—
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,PR,GEN «»‰
W * N N,SING,PR „»«—ﬂ
W * CON CON Ê
W * N N,SING,COM,GEN ⁄«·„
W * ADJ ADJ,SIM,GEN »“—ê
W * ADJ ADJ,SIM,INDF œÌê—Ì
W * P P »Â
W * N N,SING,COM,GEN ‰«„
W * N N,SING,PR «»Ê«”Õﬁ
W * N N,SING,PR «·›“«—Ì
W * P P œ—
W * N N,SING,COM,GEN ﬂ‰«—
W * PRO PRO,REC Â„
W * ADJ ADJ,SIM ‰‘” Â
W * V V,PA,SIM,POS,6 »Êœ‰œ
W * DELM DELM .
W * N N,SING,PR «»Ê«”Õ«ﬁ
W * N N,SING,COM,INDF ⁄«·„Ì
W * V V,PA,SIM,POS,3 »Êœ
W * ADJ ADJ,SIM Å—ÂÌ“ê«—
W * CON CON ﬂÂ
W * N N,PL,COM,GEN ”Œ‰«‰
W * PRO PRO,personal,SING,3 «Ê
W * CON CON Ê
W * CON CON ‰Ì“
W * N N,SING,COM,INDF ê› êÊÌÌ
W * RA RA —«
W * CON CON ﬂÂ
W * PRO PRO,personal,SING,3 ÊÌ
W * P P »«
W * N N,SING,PR Â«—Ê‰ «·—‘Ìœ
W * ADJ ADJ,INO œ«‘ Â
W * V V,PRE,SIM «” 
W * DELM DELM °
W * N N,SING,PR,GEN «»Ê‰⁄Ì„
W * N N,SING,PR «’›Â«‰Ì
W * P P œ—
W * N N,SING,PR Õ·Ì…«·«Ê·Ì«¡
W * N N,SING,COM ‰ﬁ·
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * PRO PRO,personal,SING,3 «Ê
W * ADV ADV,GENR,SIM Ÿ«Â—«
W * N N,SING,COM ›«—”Ì
W * ADJ ADJ,INO,NEG ‰„Ì œ«‰” Â
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P »Â
W * QUA QUA Â—
W * N N,SING,COM Õ«·
W * DELM DELM °
W * N N,SING,COM,GEN „—œ
W * ADJ ADJ,SIM Œ—«”«‰Ì
W * N N,SING,ORD «» œ«
W * P P «“
W * N N,SING,PR,GEN «»‰
W * N N,SING,PR „»«—ﬂ
W * CON CON ﬂÂ
W * ADJ ADJ,SIM Â„Ê·«Ì Ì
W * CON CON Ê
W * ADJ ADJ,SIM Â„“»«‰
W * PRO PRO,personal,SING,3 «Ê
W * ADJ ADJ,INO »ÊœÂ
W * V V,PRE,SIM «” 
W * DELM DELM °
W * N N,SING,COM,INDF „”∆·Â «Ì
W * V V,PRS,POS,3 „Ì Å—”œ
W * DELM DELM .
W * N N,SING,PR,GEN «»‰
W * N N,SING,PR „»«—ﬂ
W * N N,SING,COM,GEN ÃÊ«»
W * PRO PRO,personal,SING,3 «Ê
W * RA RA —«
W * V V,PRS,NEG,3 ‰„Ì œÂœ
W * DELM DELM °
W * CON CON »·ﬂÂ
W * P P »Â
W * PRO PRO,personal,SING,3 ÊÌ
W * N N,SING,COM «‘«—Â
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * CON CON ﬂÂ
W * N N,SING,COM,GEN „”∆·Â
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * P P «“
W * N N,SING,PR «»Ê«”Õ«ﬁ
W * V V,SUB,POS,3 »Å—”œ
W * DELM DELM .
W * N N,SING,COM Œ—«”«‰Ì
W * CON CON Â„
W * N N,SING,COM ”∆Ê«·
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * CON CON Ê
W * N N,SING,PR «»Ê«”Õ«ﬁ
W * P P »Â
W * PRO PRO,personal,SING,3 ÊÌ
W * N N,SING,COM Å«”Œ
W * V V,PRS,POS,3 „Ì œÂœ
W * DELM DELM .
W * N N,SING,COM Œ—«”«‰Ì
W * CON CON ”Å”
W * N N,SING,COM —Ê
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * P P »Â
W * N N,SING,PR,GEN «»‰
W * N N,SING,PR „»«—ﬂ
W * CON CON Ê
W * P P »Â
W * N N,SING,COM ›«—”Ì
W * V V,PRS,POS,3 „Ì êÊÌœ
W * DELM DELM :
W * PRO PRO,personal,SING,2  Ê
W * ADV ADV,I çÂ
W * ADV ADV,GENR,SIM êÊÌÌ
W * DELM DELM ø
W * CON CON Ê
W * PRO PRO,personal,SING,3 «Ê
W * N N,SING,COM ÃÊ«»
W * V V,PRS,POS,3 „Ì œÂœ
W * DELM DELM :
W * PRO PRO,personal,PL,1 „«
W * P P »Â
W * N N,SING,COM,GEN „Ã·”
W * N N,PL,COM „Â —«‰
W * N N,SING,COM ”Œ‰
W * V V,SUB,NEG,4 ‰êÊÌÌ„
W * DELM DELM .
W * P P œ—
W * N N,SING,COM,GEN ê“«—‘
W * N N,SING,PR,GEN «»Ê«·ﬁ«”„
W * N N,SING,PR «’›Â«‰Ì
W * CON CON ﬂÂ
W * ADV ADV,GENR,SIM «’·«
W * P P »Â
W * N N,SING,COM ⁄—»Ì
W * V V,PRE,SIM «” 
W * DET DET «Ì‰
W * N N,SING,COM ê› êÊ
W * ADV ADV,GENR,SIM ⁄Ì‰«
W * P P »Â
W * N N,SING,COM ›«—”Ì
W * N N,SING,COM ‰ﬁ·
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM °
W * ADV ADV,GENR,SIM «·» Â
W * P P »«
W * N N,PL,COM,INDF  ’ÕÌ›« Ì
W * CON CON ﬂÂ
W * N N,SING,COM ﬂ« »
W * N N,SING,COM,GEN ‰”ŒÂÒ
W * ADJ ADJ,SIM ŒÿÌ
W * DELM DELM °
W * CON CON ﬂÂ
W * ADJ ADJ,SIM ⁄—» “»«‰
W * ADJ ADJ,INO »ÊœÂ
W * CON CON Ê
W * N N,SING,COM ›«—”Ì
W * ADJ ADJ,INO,NEG ‰„Ì œ«‰” Â
W * DELM DELM °
W * ADJ ADJ,SIM „— ﬂ»
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,INDF ”Œ‰Ì
W * RA RA —«
W * CON CON ﬂÂ
W * N N,SING,PR ⁄»œ«··Â
W * N N,SING,PR „»«—ﬂ
W * P P œ—
W * ADV ADV,GENR,LOC «Ì‰Ã«
W * P P »Â
W * N N,SING,COM ›«—”Ì
W * ADJ ADJ,INO ê› Â
W * CON CON Ê
W * ADV ADV,GENR,SIM ŒÊ‘»Œ «‰Â
W * N N,SING,PR,GEN «»Ê«·ﬁ«”„
W * N N,SING,PR «’›Â«‰Ì
W * PRO PRO,DEMO,SING ¬‰
W * RA RA —«
W * ADV ADV,GENR,SIM ⁄Ì‰«
W * N N,SING,COM ‰ﬁ·
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * PRO PRO,INDF,PL œÌê—«‰
W * CON CON Â„
W * N N,SING,COM ‰ﬁ·
W * V V,PA,NAR,POS,6 ﬂ—œÂ «‰œ
W * DELM DELM °
W * CON CON Ê·Ì
W * ADV ADV,GENR,NEGG ‰Â
W * P P »«
W * DET DET «Ì‰
W * N N,SING,COM  ›’Ì·
W * CON CON Ê
W * ADV ADV,GENR,NEGG ‰Â
W * P P »«
W * DET DET «Ì‰
W * N N,SING,COM,GEN ’Ê— 
W * ADJ ADJ,SIM œ·‰‘Ì‰
W * DELM DELM .
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * N N,PL,COM,GEN ‰«ﬁ·«‰
W * DET DET «Ì‰
W * N N,SING,COM ”Œ‰
W * N N,SING,SURN ‘ÌŒ
W * N N,SING,PR,GEN «»Ê«·‰ÃÌ»
W * N N,SING,PR ”Â—Ê—œÌ
W * N N,SING,NUM 563
W * DELM DELM -
W * N N,SING,NUM 480
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM,GEN ﬂ «»
W * N N,SING,PR ¬œ«» «·„—ÌœÌ‰
W * DELM DELM °
W * P P œ—
W * N N,SING,COM,GEN »«»
W * N N,PL,COM,GEN ¬œ«»
W * N N,PL,COM,GEN „Õ«Ê—« 
W * N N,PL,COM „‘«ÌŒ
W * DELM DELM °
W * P P »Â
W * N N,SING,COM,GEN Ã«Ì
W * N N,SING,PR «»Ê«”Õ«ﬁ
W * N N,SING,PR «·›“«—Ì
W * DELM DELM °
W * N N,SING,PR,GEN ”›Ì«‰
W * N N,SING,PR ÀÊ—Ì
W * RA RA —«
W * N N,SING,COM,GEN ﬂ‰«—
W * N N,SING,PR ⁄»œ«··Â
W * N N,SING,PR „»«—ﬂ
W * V V,PA,NAR,POS,3 ‰‘«‰œÂ
W * DELM DELM °
W * ADV ADV,GENR,SIM «Õ „«·«
W * P P »Â
W * N N,SING,COM,GEN œ·Ì·
W * CON CON «Ì‰ ﬂÂ
W * N N,SING,PR,GEN ”›Ì«‰
W * N N,SING,PR ÀÊ—Ì
W * ADJ ADJ,CMPR „⁄—Ê› —
W * P P «“
W * N N,SING,PR «”Õ«ﬁ
W * N N,SING,PR «·›“«—Ì
W * V V,PRE,SIM «” 
W * DELM DELM °
W * CON CON Ê
W * P P »Â
W * ADJ ADJ,SIM Œ—«”«‰Ì
W * N N,SING,NFL,GEN »Êœ‰
W * N N,SING,COM ”∆Ê«· ﬂ‰‰œÂ
W * CON CON ‰Ì“
W * N N,SING,COM,INDF «‘«—Â «Ì
W * V V,PA,NAR,NEG,3 ‰ﬂ—œÂ
W * CON CON Ê
W * N N,SING,COM ê› êÊ
W * RA RA —«
W * CON CON Â„
W * N N,SING,COM Œ·«’Â
W * CON CON Ê
W * P P »Â
W * N N,SING,COM,GEN “»«‰
W * ADJ ADJ,SIM ⁄—»Ì
W * N N,SING,COM ‰ﬁ·
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * V V,PRS,POS,3 „Ì ‰ÊÌ”œ
W * DELM DELM :
W * AR AR ”∆·
W * AR AR «»‰
W * AR AR «·„»«—ﬂ
W * AR AR ⁄‰
W * AR AR „”∆·…
W * AR AR »Õ÷—…
W * AR AR ”›Ì«‰
W * DELM DELM °
W * AR AR ›ﬁ«·
W * AR AR ƒ‰«
W * DELM DELM ´
W * AR AR ·«
W * DELM DELM ª
W * AR AR « ﬂ·„
W * AR AR ⁄‰œ«·«” «–Ì‰
W * DELM DELM .
W * N N,SING,COM,GEN  —Ã„Â
W * ADJ ADJ,SIM,GEN ›«—”Ì
W * DET DET Â„Ì‰
W * N N,SING,COM ê“«—‘
W * CON CON ﬂÂ
W * P P,GEN  Ê”ÿ
W * N N,SING,COM,GEN ⁄„—
W * N N,SING,PR »‰ „Õ„œ
W * N N,SING,PR »‰ «Õ„œ
W * N N,SING,PR ‘Ì—ﬂ«‰
W * N N,SING,COM «‰Ã«„
W * ADJ ADJ,INO ê—› Â
W * DELM DELM °
W * PRO PRO,INDF,SING ç‰Ì‰
W * V V,PRE,SIM «” 
W * DELM DELM :
W * P P «“
W * N N,SING,PR,GEN ⁄»œ«··Â
W * N N,SING,PR »‰ „»«—ﬂ
W * N N,SING,COM ”∆Ê«·
W * V V,PA,SIM,POS,6 ﬂ—œ‰œ
W * P P »Â
W * N N,SING,COM,GEN Õ÷Ê—
W * N N,SING,PR,GEN ”›Ì«‰
W * N N,SING,PR ÀÊ—Ì
W * DELM DELM °
W * N N,SING,SURN —Õ„…«··Â ⁄·ÌÂ„«
W * DELM DELM °
W * N N,SING,PR ⁄»œ«··Â
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * PRO PRO,personal,SING,1 „‰
W * P P,GEN ÅÌ‘
W * N N,PL,COM «” «œ«‰
W * N N,SING,COM ”Œ‰
W * V V,SUB,NEG,1 ‰êÊÌ„
W * DELM DELM .
W * P P œ—
W * ADV ADV,GENR,LOC «Ì‰Ã«
W * N N,SING,COM „·«ÕŸÂ
W * V V,PRS,POS,4 „Ì ﬂ‰Ì„
W * CON CON ﬂÂ
W * N N,SING,COM,INDF ê› êÊÌÌ
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,TIME,GEN ﬁ—‰
W * ADJ ADJ,ORD,GEN œÊ„
W * ADJ ADJ,SIM ÂÃ—Ì
W * P P »Â
W * N N,SING,COM,GEN “»«‰
W * ADJ ADJ,SIM ›«—”Ì
W * N N,SING,COM «‰Ã«„
W * ADJ ADJ,INO ê—› Â
W * CON CON Ê
W * QUA QUA,GEN ÕœÊœ
W * N N,SING,NUM œÊ
W * CON CON Ê
W * N N,SING,NUM ‰Ì„
W * N N,SING,TIME,GEN ﬁ—‰
W * ADJ ADJ,SIM »⁄œ
W * P P œ—
W * N N,SING,COM,GEN ﬂ «»
W * ADJ ADJ,SIM,GEN ⁄—»Ì
W * N N,SING,COM,INDF ‰ÊÌ”‰œÂ «Ì
W * ADJ ADJ,SIM «’›Â«‰Ì
W * P P »Â
W * N N,SING,COM ›«—”Ì
W * N N,SING,COM ‰ﬁ·
W * ADJ ADJ,INO ‘œÂ
W * DELM DELM °
W * ADV ADV,I çêÊ‰Â
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM ‰”·
W * N N,SING,TIME »⁄œ
W * P P «“
W * PRO PRO,personal,SING,3 «Ê
W * DET DET Â„«‰
W * N N,SING,COM ê“«—‘
W * P P,GEN  Ê”ÿ
W * N N,SING,COM,GEN ‰ÊÌ”‰œÂÒ
W * ADJ ADJ,SIM,GEN «Ì—«‰Ì
W * ADJ ADJ,SIM,INDF œÌê—Ì
W * P P »Â
W * N N,SING,COM,GEN “»«‰
W * ADJ ADJ,SIM ⁄—»Ì
W * N N,SING,COM ‰ﬁ·
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * CON CON Ê
W * ADV ADV,GENR,REPT »«“
W * N N,SING,TIME Å”
W * P P «“
W * N N,SING,NUM ç‰œ
W * N N,SING,COM ‰”·
W * N N,SING,COM,INDF „ —Ã„Ì
W * ADJ ADJ,SIM œÌê—
W * PRO PRO,DEMO,SING ¬‰
W * RA RA —«
W * P P »Â
W * N N,SING,COM ›«—”Ì
W * ADJ ADJ,INO »—ê—œ«‰œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * ADJ ADJ,SUP »Ì‘ —Ì‰
W * N N,SING,COM ·ÿ„Â
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM  —Ã„Â
W * P P «“
W * N N,SING,COM ›«—”Ì
W * P P »Â
W * N N,SING,COM ⁄—»Ì
W * CON CON Ê
W * P P «“
W * N N,SING,COM ⁄—»Ì
W * P P »Â
W * N N,SING,COM ›«—”Ì
W * P P »—
W * N N,SING,COM,GEN ·›Ÿ
W * N N,PL,COM „Â —«‰
W * N N,SING,COM Ê«—œ
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,COM,GEN „ —Ã„
W * N N,SING,COM ⁄—»Ì
